regime,sigma_s,xi,snr_db,A0,z,ladder_K,admissible
weak,0.05,0.992,20,5.327031e-01,3.3450,20,1
weak,0.05,0.992,22,5.327031e-01,2.6571,20,1
weak,0.05,0.992,24,5.327031e-01,2.1106,20,1
weak,0.05,0.992,26,5.327031e-01,1.6765,10,1
weak,0.05,0.992,28,5.327031e-01,1.3317,10,1
weak,0.05,0.992,30,5.327031e-01,1.0578,10,1
weak,0.05,0.992,32,5.327031e-01,0.8402,10,1
weak,0.05,0.992,34,5.327031e-01,0.6674,10,1
weak,0.05,0.992,36,5.327031e-01,0.5302,10,1
weak,0.05,0.992,38,5.327031e-01,0.4211,5,1
weak,0.05,0.992,40,5.327031e-01,0.3345,5,1
weak,0.05,0.992,42,5.327031e-01,0.2657,5,1
weak,0.05,0.992,44,5.327031e-01,0.2111,5,1
weak,0.05,0.992,46,5.327031e-01,0.1676,5,1
weak,0.05,0.992,48,5.327031e-01,0.1332,5,1
weak,0.05,0.992,50,5.327031e-01,0.1058,5,1
weak,0.05,1.266,20,3.156681e-01,5.6449,20,1
weak,0.05,1.266,22,3.156681e-01,4.4839,20,1
weak,0.05,1.266,24,3.156681e-01,3.5617,20,1
weak,0.05,1.266,26,3.156681e-01,2.8291,20,1
weak,0.05,1.266,28,3.156681e-01,2.2473,20,1
weak,0.05,1.266,30,3.156681e-01,1.7851,10,1
weak,0.05,1.266,32,3.156681e-01,1.4179,10,1
weak,0.05,1.266,34,3.156681e-01,1.1263,10,1
weak,0.05,1.266,36,3.156681e-01,0.8947,10,1
weak,0.05,1.266,38,3.156681e-01,0.7106,10,1
weak,0.05,1.266,40,3.156681e-01,0.5645,10,1
weak,0.05,1.266,42,3.156681e-01,0.4484,5,1
weak,0.05,1.266,44,3.156681e-01,0.3562,5,1
weak,0.05,1.266,46,3.156681e-01,0.2829,5,1
weak,0.05,1.266,48,3.156681e-01,0.2247,5,1
weak,0.05,1.266,50,3.156681e-01,0.1785,5,1
weak,0.05,1.548,20,2.096053e-01,8.5013,-1,0
weak,0.05,1.548,22,2.096053e-01,6.7528,20,1
weak,0.05,1.548,24,2.096053e-01,5.3639,20,1
weak,0.05,1.548,26,2.096053e-01,4.2607,20,1
weak,0.05,1.548,28,2.096053e-01,3.3844,20,1
weak,0.05,1.548,30,2.096053e-01,2.6883,20,1
weak,0.05,1.548,32,2.096053e-01,2.1354,20,1
weak,0.05,1.548,34,2.096053e-01,1.6962,10,1
weak,0.05,1.548,36,2.096053e-01,1.3474,10,1
weak,0.05,1.548,38,2.096053e-01,1.0702,10,1
weak,0.05,1.548,40,2.096053e-01,0.8501,10,1
weak,0.05,1.548,42,2.096053e-01,0.6753,10,1
weak,0.05,1.548,44,2.096053e-01,0.5364,10,1
weak,0.05,1.548,46,2.096053e-01,0.4261,5,1
weak,0.05,1.548,48,2.096053e-01,0.3384,5,1
weak,0.05,1.548,50,2.096053e-01,0.2688,5,1
weak,0.05,1.967,20,1.294337e-01,13.7670,-1,0
weak,0.05,1.967,22,1.294337e-01,10.9355,-1,0
weak,0.05,1.967,24,1.294337e-01,8.6864,-1,0
weak,0.05,1.967,26,1.294337e-01,6.8998,20,1
weak,0.05,1.967,28,1.294337e-01,5.4807,20,1
weak,0.05,1.967,30,1.294337e-01,4.3535,20,1
weak,0.05,1.967,32,1.294337e-01,3.4581,20,1
weak,0.05,1.967,34,1.294337e-01,2.7469,20,1
weak,0.05,1.967,36,1.294337e-01,2.1819,20,1
weak,0.05,1.967,38,1.294337e-01,1.7332,10,1
weak,0.05,1.967,40,1.294337e-01,1.3767,10,1
weak,0.05,1.967,42,1.294337e-01,1.0935,10,1
weak,0.05,1.967,44,1.294337e-01,0.8686,10,1
weak,0.05,1.967,46,1.294337e-01,0.6900,10,1
weak,0.05,1.967,48,1.294337e-01,0.5481,10,1
weak,0.05,1.967,50,1.294337e-01,0.4353,5,1
weak,0.05,2.511,20,7.934519e-02,22.4577,-1,0
weak,0.05,2.511,22,7.934519e-02,17.8388,-1,0
weak,0.05,2.511,24,7.934519e-02,14.1698,-1,0
weak,0.05,2.511,26,7.934519e-02,11.2555,-1,0
weak,0.05,2.511,28,7.934519e-02,8.9406,-1,0
weak,0.05,2.511,30,7.934519e-02,7.1017,20,1
weak,0.05,2.511,32,7.934519e-02,5.6411,20,1
weak,0.05,2.511,34,7.934519e-02,4.4809,20,1
weak,0.05,2.511,36,7.934519e-02,3.5593,20,1
weak,0.05,2.511,38,7.934519e-02,2.8273,20,1
weak,0.05,2.511,40,7.934519e-02,2.2458,20,1
weak,0.05,2.511,42,7.934519e-02,1.7839,10,1
weak,0.05,2.511,44,7.934519e-02,1.4170,10,1
weak,0.05,2.511,46,7.934519e-02,1.1256,10,1
weak,0.05,2.511,48,7.934519e-02,0.8941,10,1
weak,0.05,2.511,50,7.934519e-02,0.7102,10,1
weak,0.05,3.104,20,5.190725e-02,34.3287,-1,0
weak,0.05,3.104,22,5.190725e-02,27.2683,-1,0
weak,0.05,3.104,24,5.190725e-02,21.6600,-1,0
weak,0.05,3.104,26,5.190725e-02,17.2051,-1,0
weak,0.05,3.104,28,5.190725e-02,13.6665,-1,0
weak,0.05,3.104,30,5.190725e-02,10.8557,-1,0
weak,0.05,3.104,32,5.190725e-02,8.6230,-1,0
weak,0.05,3.104,34,5.190725e-02,6.8495,20,1
weak,0.05,3.104,36,5.190725e-02,5.4407,20,1
weak,0.05,3.104,38,5.190725e-02,4.3217,20,1
weak,0.05,3.104,40,5.190725e-02,3.4329,20,1
weak,0.05,3.104,42,5.190725e-02,2.7268,20,1
weak,0.05,3.104,44,5.190725e-02,2.1660,20,1
weak,0.05,3.104,46,5.190725e-02,1.7205,10,1
weak,0.05,3.104,48,5.190725e-02,1.3667,10,1
weak,0.05,3.104,50,5.190725e-02,1.0856,10,1
weak,0.05,3.912,20,3.267471e-02,54.5348,-1,0
weak,0.05,3.912,22,3.267471e-02,43.3185,-1,0
weak,0.05,3.912,24,3.267471e-02,34.4091,-1,0
weak,0.05,3.912,26,3.267471e-02,27.3322,-1,0
weak,0.05,3.912,28,3.267471e-02,21.7107,-1,0
weak,0.05,3.912,30,3.267471e-02,17.2454,-1,0
weak,0.05,3.912,32,3.267471e-02,13.6985,-1,0
weak,0.05,3.912,34,3.267471e-02,10.8811,-1,0
weak,0.05,3.912,36,3.267471e-02,8.6432,-1,0
weak,0.05,3.912,38,3.267471e-02,6.8655,20,1
weak,0.05,3.912,40,3.267471e-02,5.4535,20,1
weak,0.05,3.912,42,3.267471e-02,4.3319,20,1
weak,0.05,3.912,44,3.267471e-02,3.4409,20,1
weak,0.05,3.912,46,3.267471e-02,2.7332,20,1
weak,0.05,3.912,48,3.267471e-02,2.1711,20,1
weak,0.05,3.912,50,3.267471e-02,1.7245,10,1
weak,0.05,4.888,20,2.092780e-02,85.1456,-1,0
weak,0.05,4.888,22,2.092780e-02,67.6335,-1,0
weak,0.05,4.888,24,2.092780e-02,53.7232,-1,0
weak,0.05,4.888,26,2.092780e-02,42.6739,-1,0
weak,0.05,4.888,28,2.092780e-02,33.8971,-1,0
weak,0.05,4.888,30,2.092780e-02,26.9254,-1,0
weak,0.05,4.888,32,2.092780e-02,21.3876,-1,0
weak,0.05,4.888,34,2.092780e-02,16.9888,-1,0
weak,0.05,4.888,36,2.092780e-02,13.4947,-1,0
weak,0.05,4.888,38,2.092780e-02,10.7192,-1,0
weak,0.05,4.888,40,2.092780e-02,8.5146,-1,0
weak,0.05,4.888,42,2.092780e-02,6.7634,20,1
weak,0.05,4.888,44,2.092780e-02,5.3723,20,1
weak,0.05,4.888,46,2.092780e-02,4.2674,20,1
weak,0.05,4.888,48,2.092780e-02,3.3897,20,1
weak,0.05,4.888,50,2.092780e-02,2.6925,20,1
weak,0.1,0.5,20,5.228863e-01,3.4078,20,1
weak,0.1,0.5,22,5.228863e-01,2.7069,20,1
weak,0.1,0.5,24,5.228863e-01,2.1502,20,1
weak,0.1,0.5,26,5.228863e-01,1.7080,10,1
weak,0.1,0.5,28,5.228863e-01,1.3567,10,1
weak,0.1,0.5,30,5.228863e-01,1.0777,10,1
weak,0.1,0.5,32,5.228863e-01,0.8560,10,1
weak,0.1,0.5,34,5.228863e-01,0.6800,10,1
weak,0.1,0.5,36,5.228863e-01,0.5401,10,1
weak,0.1,0.5,38,5.228863e-01,0.4290,5,1
weak,0.1,0.5,40,5.228863e-01,0.3408,5,1
weak,0.1,0.5,42,5.228863e-01,0.2707,5,1
weak,0.1,0.5,44,5.228863e-01,0.2150,5,1
weak,0.1,0.5,46,5.228863e-01,0.1708,5,1
weak,0.1,0.5,48,5.228863e-01,0.1357,5,1
weak,0.1,0.5,50,5.228863e-01,0.1078,5,1
weak,0.1,0.628,20,3.208683e-01,5.5534,20,1
weak,0.1,0.628,22,3.208683e-01,4.4112,20,1
weak,0.1,0.628,24,3.208683e-01,3.5040,20,1
weak,0.1,0.628,26,3.208683e-01,2.7833,20,1
weak,0.1,0.628,28,3.208683e-01,2.2108,20,1
weak,0.1,0.628,30,3.208683e-01,1.7561,10,1
weak,0.1,0.628,32,3.208683e-01,1.3950,10,1
weak,0.1,0.628,34,3.208683e-01,1.1080,10,1
weak,0.1,0.628,36,3.208683e-01,0.8802,10,1
weak,0.1,0.628,38,3.208683e-01,0.6991,10,1
weak,0.1,0.628,40,3.208683e-01,0.5553,10,1
weak,0.1,0.628,42,3.208683e-01,0.4411,5,1
weak,0.1,0.628,44,3.208683e-01,0.3504,5,1
weak,0.1,0.628,46,3.208683e-01,0.2783,5,1
weak,0.1,0.628,48,3.208683e-01,0.2211,5,1
weak,0.1,0.628,50,3.208683e-01,0.1756,5,1
weak,0.1,0.789,20,2.016348e-01,8.8373,-1,0
weak,0.1,0.789,22,2.016348e-01,7.0197,20,1
weak,0.1,0.789,24,2.016348e-01,5.5760,20,1
weak,0.1,0.789,26,2.016348e-01,4.4291,20,1
weak,0.1,0.789,28,2.016348e-01,3.5182,20,1
weak,0.1,0.789,30,2.016348e-01,2.7946,20,1
weak,0.1,0.789,32,2.016348e-01,2.2198,20,1
weak,0.1,0.789,34,2.016348e-01,1.7633,10,1
weak,0.1,0.789,36,2.016348e-01,1.4006,10,1
weak,0.1,0.789,38,2.016348e-01,1.1126,10,1
weak,0.1,0.789,40,2.016348e-01,0.8837,10,1
weak,0.1,0.789,42,2.016348e-01,0.7020,10,1
weak,0.1,0.789,44,2.016348e-01,0.5576,10,1
weak,0.1,0.789,46,2.016348e-01,0.4429,5,1
weak,0.1,0.789,48,2.016348e-01,0.3518,5,1
weak,0.1,0.789,50,2.016348e-01,0.2795,5,1
weak,0.1,0.992,20,1.272177e-01,14.0068,-1,0
weak,0.1,0.992,22,1.272177e-01,11.1260,-1,0
weak,0.1,0.992,24,1.272177e-01,8.8377,-1,0
weak,0.1,0.992,26,1.272177e-01,7.0200,20,1
weak,0.1,0.992,28,1.272177e-01,5.5762,20,1
weak,0.1,0.992,30,1.272177e-01,4.4293,20,1
weak,0.1,0.992,32,1.272177e-01,3.5183,20,1
weak,0.1,0.992,34,1.272177e-01,2.7947,20,1
weak,0.1,0.992,36,1.272177e-01,2.2199,20,1
weak,0.1,0.992,38,1.272177e-01,1.7633,10,1
weak,0.1,0.992,40,1.272177e-01,1.4007,10,1
weak,0.1,0.992,42,1.272177e-01,1.1126,10,1
weak,0.1,0.992,44,1.272177e-01,0.8838,10,1
weak,0.1,0.992,46,1.272177e-01,0.7020,10,1
weak,0.1,0.992,48,1.272177e-01,0.5576,10,1
weak,0.1,0.992,50,1.272177e-01,0.4429,5,1
weak,0.1,1.266,20,7.803300e-02,22.8353,-1,0
weak,0.1,1.266,22,7.803300e-02,18.1387,-1,0
weak,0.1,1.266,24,7.803300e-02,14.4081,-1,0
weak,0.1,1.266,26,7.803300e-02,11.4448,-1,0
weak,0.1,1.266,28,7.803300e-02,9.0909,-1,0
weak,0.1,1.266,30,7.803300e-02,7.2212,20,1
weak,0.1,1.266,32,7.803300e-02,5.7360,20,1
weak,0.1,1.266,34,7.803300e-02,4.5562,20,1
weak,0.1,1.266,36,7.803300e-02,3.6192,20,1
weak,0.1,1.266,38,7.803300e-02,2.8748,20,1
weak,0.1,1.266,40,7.803300e-02,2.2835,20,1
weak,0.1,1.266,42,7.803300e-02,1.8139,10,1
weak,0.1,1.266,44,7.803300e-02,1.4408,10,1
weak,0.1,1.266,46,7.803300e-02,1.1445,10,1
weak,0.1,1.266,48,7.803300e-02,0.9091,10,1
weak,0.1,1.266,50,7.803300e-02,0.7221,10,1
weak,0.1,1.548,20,5.217598e-02,34.1519,-1,0
weak,0.1,1.548,22,5.217598e-02,27.1278,-1,0
weak,0.1,1.548,24,5.217598e-02,21.5484,-1,0
weak,0.1,1.548,26,5.217598e-02,17.1165,-1,0
weak,0.1,1.548,28,5.217598e-02,13.5961,-1,0
weak,0.1,1.548,30,5.217598e-02,10.7998,-1,0
weak,0.1,1.548,32,5.217598e-02,8.5786,-1,0
weak,0.1,1.548,34,5.217598e-02,6.8142,20,1
weak,0.1,1.548,36,5.217598e-02,5.4127,20,1
weak,0.1,1.548,38,5.217598e-02,4.2995,20,1
weak,0.1,1.548,40,5.217598e-02,3.4152,20,1
weak,0.1,1.548,42,5.217598e-02,2.7128,20,1
weak,0.1,1.548,44,5.217598e-02,2.1548,20,1
weak,0.1,1.548,46,5.217598e-02,1.7116,10,1
weak,0.1,1.548,48,5.217598e-02,1.3596,10,1
weak,0.1,1.548,50,5.217598e-02,1.0800,10,1
weak,0.1,1.967,20,3.231021e-02,55.1500,-1,0
weak,0.1,1.967,22,3.231021e-02,43.8072,-1,0
weak,0.1,1.967,24,3.231021e-02,34.7973,-1,0
weak,0.1,1.967,26,3.231021e-02,27.6405,-1,0
weak,0.1,1.967,28,3.231021e-02,21.9556,-1,0
weak,0.1,1.967,30,3.231021e-02,17.4400,-1,0
weak,0.1,1.967,32,3.231021e-02,13.8531,-1,0
weak,0.1,1.967,34,3.231021e-02,11.0039,-1,0
weak,0.1,1.967,36,3.231021e-02,8.7407,-1,0
weak,0.1,1.967,38,3.231021e-02,6.9430,20,1
weak,0.1,1.967,40,3.231021e-02,5.5150,20,1
weak,0.1,1.967,42,3.231021e-02,4.3807,20,1
weak,0.1,1.967,44,3.231021e-02,3.4797,20,1
weak,0.1,1.967,46,3.231021e-02,2.7640,20,1
weak,0.1,1.967,48,3.231021e-02,2.1956,20,1
weak,0.1,1.967,50,3.231021e-02,1.7440,10,1
weak,0.1,2.511,20,1.982581e-02,89.8783,-1,0
weak,0.1,2.511,22,1.982581e-02,71.3928,-1,0
weak,0.1,2.511,24,1.982581e-02,56.7093,-1,0
weak,0.1,2.511,26,1.982581e-02,45.0458,-1,0
weak,0.1,2.511,28,1.982581e-02,35.7812,-1,0
weak,0.1,2.511,30,1.982581e-02,28.4220,-1,0
weak,0.1,2.511,32,1.982581e-02,22.5764,-1,0
weak,0.1,2.511,34,1.982581e-02,17.9331,-1,0
weak,0.1,2.511,36,1.982581e-02,14.2447,-1,0
weak,0.1,2.511,38,1.982581e-02,11.3150,-1,0
weak,0.1,2.511,40,1.982581e-02,8.9878,-1,0
weak,0.1,2.511,42,1.982581e-02,7.1393,20,1
weak,0.1,2.511,44,1.982581e-02,5.6709,20,1
weak,0.1,2.511,46,1.982581e-02,4.5046,20,1
weak,0.1,2.511,48,1.982581e-02,3.5781,20,1
weak,0.1,2.511,50,1.982581e-02,2.8422,20,1
weak,0.1,3.104,20,1.297396e-02,137.3450,-1,0
weak,0.1,3.104,22,1.297396e-02,109.0970,-1,0
weak,0.1,3.104,24,1.297396e-02,86.6588,-1,0
weak,0.1,3.104,26,1.297396e-02,68.8356,-1,0
weak,0.1,3.104,28,1.297396e-02,54.6780,-1,0
weak,0.1,3.104,30,1.297396e-02,43.4323,-1,0
weak,0.1,3.104,32,1.297396e-02,34.4995,-1,0
weak,0.1,3.104,34,1.297396e-02,27.4039,-1,0
weak,0.1,3.104,36,1.297396e-02,21.7677,-1,0
weak,0.1,3.104,38,1.297396e-02,17.2907,-1,0
weak,0.1,3.104,40,1.297396e-02,13.7345,-1,0
weak,0.1,3.104,42,1.297396e-02,10.9097,-1,0
weak,0.1,3.104,44,1.297396e-02,8.6659,-1,0
weak,0.1,3.104,46,1.297396e-02,6.8836,20,1
weak,0.1,3.104,48,1.297396e-02,5.4678,20,1
weak,0.1,3.104,50,1.297396e-02,4.3432,20,1
weak,0.1,3.912,20,8.167981e-03,218.1578,-1,0
weak,0.1,3.912,22,8.167981e-03,173.2889,-1,0
weak,0.1,3.912,24,8.167981e-03,137.6483,-1,0
weak,0.1,3.912,26,8.167981e-03,109.3379,-1,0
weak,0.1,3.912,28,8.167981e-03,86.8502,-1,0
weak,0.1,3.912,30,8.167981e-03,68.9876,-1,0
weak,0.1,3.912,32,8.167981e-03,54.7988,-1,0
weak,0.1,3.912,34,8.167981e-03,43.5282,-1,0
weak,0.1,3.912,36,8.167981e-03,34.5757,-1,0
weak,0.1,3.912,38,8.167981e-03,27.4644,-1,0
weak,0.1,3.912,40,8.167981e-03,21.8158,-1,0
weak,0.1,3.912,42,8.167981e-03,17.3289,-1,0
weak,0.1,3.912,44,8.167981e-03,13.7648,-1,0
weak,0.1,3.912,46,8.167981e-03,10.9338,-1,0
weak,0.1,3.912,48,8.167981e-03,8.6850,-1,0
weak,0.1,3.912,50,8.167981e-03,6.8988,20,1
weak,0.1,4.888,20,5.231769e-03,340.5940,-1,0
weak,0.1,4.888,22,5.231769e-03,270.5434,-1,0
weak,0.1,4.888,24,5.231769e-03,214.9003,-1,0
weak,0.1,4.888,26,5.231769e-03,170.7013,-1,0
weak,0.1,4.888,28,5.231769e-03,135.5929,-1,0
weak,0.1,4.888,30,5.231769e-03,107.7053,-1,0
weak,0.1,4.888,32,5.231769e-03,85.5533,-1,0
weak,0.1,4.888,34,5.231769e-03,67.9574,-1,0
weak,0.1,4.888,36,5.231769e-03,53.9805,-1,0
weak,0.1,4.888,38,5.231769e-03,42.8782,-1,0
weak,0.1,4.888,40,5.231769e-03,34.0594,-1,0
weak,0.1,4.888,42,5.231769e-03,27.0543,-1,0
weak,0.1,4.888,44,5.231769e-03,21.4900,-1,0
weak,0.1,4.888,46,5.231769e-03,17.0701,-1,0
weak,0.1,4.888,48,5.231769e-03,13.5593,-1,0
weak,0.1,4.888,50,5.231769e-03,10.7705,-1,0
weak,0.2,0.5,20,1.251839e-01,14.2343,-1,0
weak,0.2,0.5,22,1.251839e-01,11.3067,-1,0
weak,0.2,0.5,24,1.251839e-01,8.9813,-1,0
weak,0.2,0.5,26,1.251839e-01,7.1341,20,1
weak,0.2,0.5,28,1.251839e-01,5.6668,20,1
weak,0.2,0.5,30,1.251839e-01,4.5013,20,1
weak,0.2,0.5,32,1.251839e-01,3.5755,20,1
weak,0.2,0.5,34,1.251839e-01,2.8401,20,1
weak,0.2,0.5,36,1.251839e-01,2.2560,20,1
weak,0.2,0.5,38,1.251839e-01,1.7920,10,1
weak,0.2,0.5,40,1.251839e-01,1.4234,10,1
weak,0.2,0.5,42,1.251839e-01,1.1307,10,1
weak,0.2,0.5,44,1.251839e-01,0.8981,10,1
weak,0.2,0.5,46,1.251839e-01,0.7134,10,1
weak,0.2,0.5,48,1.251839e-01,0.5667,10,1
weak,0.2,0.5,50,1.251839e-01,0.4501,5,1
weak,0.2,0.628,20,7.928196e-02,22.4756,-1,0
weak,0.2,0.628,22,7.928196e-02,17.8530,-1,0
weak,0.2,0.628,24,7.928196e-02,14.1811,-1,0
weak,0.2,0.628,26,7.928196e-02,11.2645,-1,0
weak,0.2,0.628,28,7.928196e-02,8.9477,-1,0
weak,0.2,0.628,30,7.928196e-02,7.1074,20,1
weak,0.2,0.628,32,7.928196e-02,5.6456,20,1
weak,0.2,0.628,34,7.928196e-02,4.4845,20,1
weak,0.2,0.628,36,7.928196e-02,3.5621,20,1
weak,0.2,0.628,38,7.928196e-02,2.8295,20,1
weak,0.2,0.628,40,7.928196e-02,2.2476,20,1
weak,0.2,0.628,42,7.928196e-02,1.7853,10,1
weak,0.2,0.628,44,7.928196e-02,1.4181,10,1
weak,0.2,0.628,46,7.928196e-02,1.1264,10,1
weak,0.2,0.628,48,7.928196e-02,0.8948,10,1
weak,0.2,0.628,50,7.928196e-02,0.7107,10,1
weak,0.2,0.789,20,5.021007e-02,35.4891,-1,0
weak,0.2,0.789,22,5.021007e-02,28.1900,-1,0
weak,0.2,0.789,24,5.021007e-02,22.3921,-1,0
weak,0.2,0.789,26,5.021007e-02,17.7867,-1,0
weak,0.2,0.789,28,5.021007e-02,14.1285,-1,0
weak,0.2,0.789,30,5.021007e-02,11.2226,-1,0
weak,0.2,0.789,32,5.021007e-02,8.9145,-1,0
weak,0.2,0.789,34,5.021007e-02,7.0810,20,1
weak,0.2,0.789,36,5.021007e-02,5.6246,20,1
weak,0.2,0.789,38,5.021007e-02,4.4678,20,1
weak,0.2,0.789,40,5.021007e-02,3.5489,20,1
weak,0.2,0.789,42,5.021007e-02,2.8190,20,1
weak,0.2,0.789,44,5.021007e-02,2.2392,20,1
weak,0.2,0.789,46,5.021007e-02,1.7787,10,1
weak,0.2,0.789,48,5.021007e-02,1.4128,10,1
weak,0.2,0.789,50,5.021007e-02,1.1223,10,1
weak,0.2,0.992,20,3.175879e-02,56.1076,-1,0
weak,0.2,0.992,22,3.175879e-02,44.5678,-1,0
weak,0.2,0.992,24,3.175879e-02,35.4015,-1,0
weak,0.2,0.992,26,3.175879e-02,28.1204,-1,0
weak,0.2,0.992,28,3.175879e-02,22.3368,-1,0
weak,0.2,0.992,30,3.175879e-02,17.7428,-1,0
weak,0.2,0.992,32,3.175879e-02,14.0936,-1,0
weak,0.2,0.992,34,3.175879e-02,11.1949,-1,0
weak,0.2,0.992,36,3.175879e-02,8.8925,-1,0
weak,0.2,0.992,38,3.175879e-02,7.0635,20,1
weak,0.2,0.992,40,3.175879e-02,5.6108,20,1
weak,0.2,0.992,42,3.175879e-02,4.4568,20,1
weak,0.2,0.992,44,3.175879e-02,3.5401,20,1
weak,0.2,0.992,46,3.175879e-02,2.8120,20,1
weak,0.2,0.992,48,3.175879e-02,2.2337,20,1
weak,0.2,0.992,50,3.175879e-02,1.7743,10,1
weak,0.2,1.266,20,1.949829e-02,91.3880,-1,0
weak,0.2,1.266,22,1.949829e-02,72.5921,-1,0
weak,0.2,1.266,24,1.949829e-02,57.6619,-1,0
weak,0.2,1.266,26,1.949829e-02,45.8025,-1,0
weak,0.2,1.266,28,1.949829e-02,36.3822,-1,0
weak,0.2,1.266,30,1.949829e-02,28.8994,-1,0
weak,0.2,1.266,32,1.949829e-02,22.9556,-1,0
weak,0.2,1.266,34,1.949829e-02,18.2343,-1,0
weak,0.2,1.266,36,1.949829e-02,14.4840,-1,0
weak,0.2,1.266,38,1.949829e-02,11.5051,-1,0
weak,0.2,1.266,40,1.949829e-02,9.1388,-1,0
weak,0.2,1.266,42,1.949829e-02,7.2592,20,1
weak,0.2,1.266,44,1.949829e-02,5.7662,20,1
weak,0.2,1.266,46,1.949829e-02,4.5802,20,1
weak,0.2,1.266,48,1.949829e-02,3.6382,20,1
weak,0.2,1.266,50,1.949829e-02,2.8899,20,1
weak,0.2,1.548,20,1.304110e-02,136.6379,-1,0
weak,0.2,1.548,22,1.304110e-02,108.5354,-1,0
weak,0.2,1.548,24,1.304110e-02,86.2127,-1,0
weak,0.2,1.548,26,1.304110e-02,68.4812,-1,0
weak,0.2,1.548,28,1.304110e-02,54.3965,-1,0
weak,0.2,1.548,30,1.304110e-02,43.2087,-1,0
weak,0.2,1.548,32,1.304110e-02,34.3219,-1,0
weak,0.2,1.548,34,1.304110e-02,27.2629,-1,0
weak,0.2,1.548,36,1.304110e-02,21.6557,-1,0
weak,0.2,1.548,38,1.304110e-02,17.2017,-1,0
weak,0.2,1.548,40,1.304110e-02,13.6638,-1,0
weak,0.2,1.548,42,1.304110e-02,10.8535,-1,0
weak,0.2,1.548,44,1.304110e-02,8.6213,-1,0
weak,0.2,1.548,46,1.304110e-02,6.8481,20,1
weak,0.2,1.548,48,1.304110e-02,5.4397,20,1
weak,0.2,1.548,50,1.304110e-02,4.3209,20,1
weak,0.2,1.967,20,8.076880e-03,220.6185,-1,0
weak,0.2,1.967,22,8.076880e-03,175.2435,-1,0
weak,0.2,1.967,24,8.076880e-03,139.2009,-1,0
weak,0.2,1.967,26,8.076880e-03,110.5712,-1,0
weak,0.2,1.967,28,8.076880e-03,87.8298,-1,0
weak,0.2,1.967,30,8.076880e-03,69.7657,-1,0
weak,0.2,1.967,32,8.076880e-03,55.4169,-1,0
weak,0.2,1.967,34,8.076880e-03,44.0192,-1,0
weak,0.2,1.967,36,8.076880e-03,34.9657,-1,0
weak,0.2,1.967,38,8.076880e-03,27.7742,-1,0
weak,0.2,1.967,40,8.076880e-03,22.0618,-1,0
weak,0.2,1.967,42,8.076880e-03,17.5243,-1,0
weak,0.2,1.967,44,8.076880e-03,13.9201,-1,0
weak,0.2,1.967,46,8.076880e-03,11.0571,-1,0
weak,0.2,1.967,48,8.076880e-03,8.7830,-1,0
weak,0.2,1.967,50,8.076880e-03,6.9766,20,1
weak,0.2,2.511,20,4.956299e-03,359.5241,-1,0
weak,0.2,2.511,22,4.956299e-03,285.5802,-1,0
weak,0.2,2.511,24,4.956299e-03,226.8444,-1,0
weak,0.2,2.511,26,4.956299e-03,180.1889,-1,0
weak,0.2,2.511,28,4.956299e-03,143.1291,-1,0
weak,0.2,2.511,30,4.956299e-03,113.6915,-1,0
weak,0.2,2.511,32,4.956299e-03,90.3084,-1,0
weak,0.2,2.511,34,4.956299e-03,71.7345,-1,0
weak,0.2,2.511,36,4.956299e-03,56.9807,-1,0
weak,0.2,2.511,38,4.956299e-03,45.2614,-1,0
weak,0.2,2.511,40,4.956299e-03,35.9524,-1,0
weak,0.2,2.511,42,4.956299e-03,28.5580,-1,0
weak,0.2,2.511,44,4.956299e-03,22.6844,-1,0
weak,0.2,2.511,46,4.956299e-03,18.0189,-1,0
weak,0.2,2.511,48,4.956299e-03,14.3129,-1,0
weak,0.2,2.511,50,4.956299e-03,11.3692,-1,0
weak,0.2,3.104,20,3.243448e-03,549.3872,-1,0
weak,0.2,3.104,22,3.243448e-03,436.3938,-1,0
weak,0.2,3.104,24,3.243448e-03,346.6399,-1,0
weak,0.2,3.104,26,3.243448e-03,275.3459,-1,0
weak,0.2,3.104,28,3.243448e-03,218.7150,-1,0
weak,0.2,3.104,30,3.243448e-03,173.7315,-1,0
weak,0.2,3.104,32,3.243448e-03,137.9998,-1,0
weak,0.2,3.104,34,3.243448e-03,109.6172,-1,0
weak,0.2,3.104,36,3.243448e-03,87.0720,-1,0
weak,0.2,3.104,38,3.243448e-03,69.1638,-1,0
weak,0.2,3.104,40,3.243448e-03,54.9387,-1,0
weak,0.2,3.104,42,3.243448e-03,43.6394,-1,0
weak,0.2,3.104,44,3.243448e-03,34.6640,-1,0
weak,0.2,3.104,46,3.243448e-03,27.5346,-1,0
weak,0.2,3.104,48,3.243448e-03,21.8715,-1,0
weak,0.2,3.104,50,3.243448e-03,17.3732,-1,0
weak,0.2,3.912,20,2.041985e-03,872.6359,-1,0
weak,0.2,3.912,22,2.041985e-03,693.1593,-1,0
weak,0.2,3.912,24,2.041985e-03,550.5960,-1,0
weak,0.2,3.912,26,2.041985e-03,437.3540,-1,0
weak,0.2,3.912,28,2.041985e-03,347.4026,-1,0
weak,0.2,3.912,30,2.041985e-03,275.9517,-1,0
weak,0.2,3.912,32,2.041985e-03,219.1962,-1,0
weak,0.2,3.912,34,2.041985e-03,174.1137,-1,0
weak,0.2,3.912,36,2.041985e-03,138.3035,-1,0
weak,0.2,3.912,38,2.041985e-03,109.8583,-1,0
