regime,sigma_s,xi,snr_db,A0,z,ladder_K,admissible
moderate,0.1,2.511,44,1.982581e-02,1.4177,10,1
moderate,0.1,2.511,46,1.982581e-02,1.1261,10,1
moderate,0.1,2.511,48,1.982581e-02,0.8945,10,1
moderate,0.1,2.511,50,1.982581e-02,0.7105,10,1
moderate,0.1,3.104,20,1.297396e-02,34.3363,-1,0
moderate,0.1,3.104,22,1.297396e-02,27.2743,-1,0
moderate,0.1,3.104,24,1.297396e-02,21.6647,-1,0
moderate,0.1,3.104,26,1.297396e-02,17.2089,-1,0
moderate,0.1,3.104,28,1.297396e-02,13.6695,-1,0
moderate,0.1,3.104,30,1.297396e-02,10.8581,-1,0
moderate,0.1,3.104,32,1.297396e-02,8.6249,-1,0
moderate,0.1,3.104,34,1.297396e-02,6.8510,20,1
moderate,0.1,3.104,36,1.297396e-02,5.4419,20,1
moderate,0.1,3.104,38,1.297396e-02,4.3227,20,1
moderate,0.1,3.104,40,1.297396e-02,3.4336,20,1
moderate,0.1,3.104,42,1.297396e-02,2.7274,20,1
moderate,0.1,3.104,44,1.297396e-02,2.1665,20,1
moderate,0.1,3.104,46,1.297396e-02,1.7209,10,1
moderate,0.1,3.104,48,1.297396e-02,1.3670,10,1
moderate,0.1,3.104,50,1.297396e-02,1.0858,10,1
moderate,0.1,3.912,20,8.167981e-03,54.5395,-1,0
moderate,0.1,3.912,22,8.167981e-03,43.3222,-1,0
moderate,0.1,3.912,24,8.167981e-03,34.4121,-1,0
moderate,0.1,3.912,26,8.167981e-03,27.3345,-1,0
moderate,0.1,3.912,28,8.167981e-03,21.7125,-1,0
moderate,0.1,3.912,30,8.167981e-03,17.2469,-1,0
moderate,0.1,3.912,32,8.167981e-03,13.6997,-1,0
moderate,0.1,3.912,34,8.167981e-03,10.8821,-1,0
moderate,0.1,3.912,36,8.167981e-03,8.6439,-1,0
moderate,0.1,3.912,38,8.167981e-03,6.8661,20,1
moderate,0.1,3.912,40,8.167981e-03,5.4539,20,1
moderate,0.1,3.912,42,8.167981e-03,4.3322,20,1
moderate,0.1,3.912,44,8.167981e-03,3.4412,20,1
moderate,0.1,3.912,46,8.167981e-03,2.7334,20,1
moderate,0.1,3.912,48,8.167981e-03,2.1713,20,1
moderate,0.1,3.912,50,8.167981e-03,1.7247,10,1
moderate,0.1,4.888,20,5.231769e-03,85.1485,-1,0
moderate,0.1,4.888,22,5.231769e-03,67.6358,-1,0
moderate,0.1,4.888,24,5.231769e-03,53.7251,-1,0
moderate,0.1,4.888,26,5.231769e-03,42.6753,-1,0
moderate,0.1,4.888,28,5.231769e-03,33.8982,-1,0
moderate,0.1,4.888,30,5.231769e-03,26.9263,-1,0
moderate,0.1,4.888,32,5.231769e-03,21.3883,-1,0
moderate,0.1,4.888,34,5.231769e-03,16.9894,-1,0
moderate,0.1,4.888,36,5.231769e-03,13.4951,-1,0
moderate,0.1,4.888,38,5.231769e-03,10.7196,-1,0
moderate,0.1,4.888,40,5.231769e-03,8.5148,-1,0
moderate,0.1,4.888,42,5.231769e-03,6.7636,20,1
moderate,0.1,4.888,44,5.231769e-03,5.3725,20,1
moderate,0.1,4.888,46,5.231769e-03,4.2675,20,1
moderate,0.1,4.888,48,5.231769e-03,3.3898,20,1
moderate,0.1,4.888,50,5.231769e-03,2.6926,20,1
moderate,0.2,0.5,20,1.251839e-01,3.5586,20,1
moderate,0.2,0.5,22,1.251839e-01,2.8267,20,1
moderate,0.2,0.5,24,1.251839e-01,2.2453,20,1
moderate,0.2,0.5,26,1.251839e-01,1.7835,10,1
moderate,0.2,0.5,28,1.251839e-01,1.4167,10,1
moderate,0.2,0.5,30,1.251839e-01,1.1253,10,1
moderate,0.2,0.5,32,1.251839e-01,0.8939,10,1
moderate,0.2,0.5,34,1.251839e-01,0.7100,10,1
moderate,0.2,0.5,36,1.251839e-01,0.5640,10,1
moderate,0.2,0.5,38,1.251839e-01,0.4480,5,1
moderate,0.2,0.5,40,1.251839e-01,0.3559,5,1
moderate,0.2,0.5,42,1.251839e-01,0.2827,5,1
moderate,0.2,0.5,44,1.251839e-01,0.2245,5,1
moderate,0.2,0.5,46,1.251839e-01,0.1784,5,1
moderate,0.2,0.5,48,1.251839e-01,0.1417,5,1
moderate,0.2,0.5,50,1.251839e-01,0.1125,5,1
moderate,0.2,0.628,20,7.928196e-02,5.6189,20,1
moderate,0.2,0.628,22,7.928196e-02,4.4632,20,1
moderate,0.2,0.628,24,7.928196e-02,3.5453,20,1
moderate,0.2,0.628,26,7.928196e-02,2.8161,20,1
moderate,0.2,0.628,28,7.928196e-02,2.2369,20,1
moderate,0.2,0.628,30,7.928196e-02,1.7769,10,1
moderate,0.2,0.628,32,7.928196e-02,1.4114,10,1
moderate,0.2,0.628,34,7.928196e-02,1.1211,10,1
moderate,0.2,0.628,36,7.928196e-02,0.8905,10,1
moderate,0.2,0.628,38,7.928196e-02,0.7074,10,1
moderate,0.2,0.628,40,7.928196e-02,0.5619,10,1
moderate,0.2,0.628,42,7.928196e-02,0.4463,5,1
moderate,0.2,0.628,44,7.928196e-02,0.3545,5,1
moderate,0.2,0.628,46,7.928196e-02,0.2816,5,1
moderate,0.2,0.628,48,7.928196e-02,0.2237,5,1
moderate,0.2,0.628,50,7.928196e-02,0.1777,5,1
moderate,0.2,0.789,20,5.021007e-02,8.8723,-1,0
moderate,0.2,0.789,22,5.021007e-02,7.0475,20,1
moderate,0.2,0.789,24,5.021007e-02,5.5980,20,1
moderate,0.2,0.789,26,5.021007e-02,4.4467,20,1
moderate,0.2,0.789,28,5.021007e-02,3.5321,20,1
moderate,0.2,0.789,30,5.021007e-02,2.8057,20,1
moderate,0.2,0.789,32,5.021007e-02,2.2286,20,1
moderate,0.2,0.789,34,5.021007e-02,1.7703,10,1
moderate,0.2,0.789,36,5.021007e-02,1.4062,10,1
moderate,0.2,0.789,38,5.021007e-02,1.1170,10,1
moderate,0.2,0.789,40,5.021007e-02,0.8872,10,1
moderate,0.2,0.789,42,5.021007e-02,0.7047,10,1
moderate,0.2,0.789,44,5.021007e-02,0.5598,10,1
moderate,0.2,0.789,46,5.021007e-02,0.4447,5,1
moderate,0.2,0.789,48,5.021007e-02,0.3532,5,1
moderate,0.2,0.789,50,5.021007e-02,0.2806,5,1
moderate,0.2,0.992,20,3.175879e-02,14.0269,-1,0
moderate,0.2,0.992,22,3.175879e-02,11.1420,-1,0
moderate,0.2,0.992,24,3.175879e-02,8.8504,-1,0
moderate,0.2,0.992,26,3.175879e-02,7.0301,20,1
moderate,0.2,0.992,28,3.175879e-02,5.5842,20,1
moderate,0.2,0.992,30,3.175879e-02,4.4357,20,1
moderate,0.2,0.992,32,3.175879e-02,3.5234,20,1
moderate,0.2,0.992,34,3.175879e-02,2.7987,20,1
moderate,0.2,0.992,36,3.175879e-02,2.2231,20,1
moderate,0.2,0.992,38,3.175879e-02,1.7659,10,1
moderate,0.2,0.992,40,3.175879e-02,1.4027,10,1
moderate,0.2,0.992,42,3.175879e-02,1.1142,10,1
moderate,0.2,0.992,44,3.175879e-02,0.8850,10,1
moderate,0.2,0.992,46,3.175879e-02,0.7030,10,1
moderate,0.2,0.992,48,3.175879e-02,0.5584,10,1
moderate,0.2,0.992,50,3.175879e-02,0.4436,5,1
moderate,0.2,1.266,20,1.949829e-02,22.8470,-1,0
moderate,0.2,1.266,22,1.949829e-02,18.1480,-1,0
moderate,0.2,1.266,24,1.949829e-02,14.4155,-1,0
moderate,0.2,1.266,26,1.949829e-02,11.4506,-1,0
moderate,0.2,1.266,28,1.949829e-02,9.0956,-1,0
moderate,0.2,1.266,30,1.949829e-02,7.2249,20,1
moderate,0.2,1.266,32,1.949829e-02,5.7389,20,1
moderate,0.2,1.266,34,1.949829e-02,4.5586,20,1
moderate,0.2,1.266,36,1.949829e-02,3.6210,20,1
moderate,0.2,1.266,38,1.949829e-02,2.8763,20,1
moderate,0.2,1.266,40,1.949829e-02,2.2847,20,1
moderate,0.2,1.266,42,1.949829e-02,1.8148,10,1
moderate,0.2,1.266,44,1.949829e-02,1.4415,10,1
moderate,0.2,1.266,46,1.949829e-02,1.1451,10,1
moderate,0.2,1.266,48,1.949829e-02,0.9096,10,1
moderate,0.2,1.266,50,1.949829e-02,0.7225,10,1
moderate,0.2,1.548,20,1.304110e-02,34.1595,-1,0
moderate,0.2,1.548,22,1.304110e-02,27.1338,-1,0
moderate,0.2,1.548,24,1.304110e-02,21.5532,-1,0
moderate,0.2,1.548,26,1.304110e-02,17.1203,-1,0
moderate,0.2,1.548,28,1.304110e-02,13.5991,-1,0
moderate,0.2,1.548,30,1.304110e-02,10.8022,-1,0
moderate,0.2,1.548,32,1.304110e-02,8.5805,-1,0
moderate,0.2,1.548,34,1.304110e-02,6.8157,20,1
moderate,0.2,1.548,36,1.304110e-02,5.4139,20,1
moderate,0.2,1.548,38,1.304110e-02,4.3004,20,1
moderate,0.2,1.548,40,1.304110e-02,3.4159,20,1
moderate,0.2,1.548,42,1.304110e-02,2.7134,20,1
moderate,0.2,1.548,44,1.304110e-02,2.1553,20,1
moderate,0.2,1.548,46,1.304110e-02,1.7120,10,1
moderate,0.2,1.548,48,1.304110e-02,1.3599,10,1
moderate,0.2,1.548,50,1.304110e-02,1.0802,10,1
moderate,0.2,1.967,20,8.076880e-03,55.1546,-1,0
moderate,0.2,1.967,22,8.076880e-03,43.8109,-1,0
moderate,0.2,1.967,24,8.076880e-03,34.8002,-1,0
moderate,0.2,1.967,26,8.076880e-03,27.6428,-1,0
moderate,0.2,1.967,28,8.076880e-03,21.9574,-1,0
moderate,0.2,1.967,30,8.076880e-03,17.4414,-1,0
moderate,0.2,1.967,32,8.076880e-03,13.8542,-1,0
moderate,0.2,1.967,34,8.076880e-03,11.0048,-1,0
moderate,0.2,1.967,36,8.076880e-03,8.7414,-1,0
moderate,0.2,1.967,38,8.076880e-03,6.9436,20,1
moderate,0.2,1.967,40,8.076880e-03,5.5155,20,1
moderate,0.2,1.967,42,8.076880e-03,4.3811,20,1
moderate,0.2,1.967,44,8.076880e-03,3.4800,20,1
moderate,0.2,1.967,46,8.076880e-03,2.7643,20,1
moderate,0.2,1.967,48,8.076880e-03,2.1957,20,1
moderate,0.2,1.967,50,8.076880e-03,1.7441,10,1
moderate,0.2,2.511,20,4.956299e-03,89.8810,-1,0
moderate,0.2,2.511,22,4.956299e-03,71.3950,-1,0
moderate,0.2,2.511,24,4.956299e-03,56.7111,-1,0
moderate,0.2,2.511,26,4.956299e-03,45.0472,-1,0
moderate,0.2,2.511,28,4.956299e-03,35.7823,-1,0
moderate,0.2,2.511,30,4.956299e-03,28.4229,-1,0
moderate,0.2,2.511,32,4.956299e-03,22.5771,-1,0
moderate,0.2,2.511,34,4.956299e-03,17.9336,-1,0
moderate,0.2,2.511,36,4.956299e-03,14.2452,-1,0
moderate,0.2,2.511,38,4.956299e-03,11.3154,-1,0
moderate,0.2,2.511,40,4.956299e-03,8.9881,-1,0
moderate,0.2,2.511,42,4.956299e-03,7.1395,20,1
moderate,0.2,2.511,44,4.956299e-03,5.6711,20,1
moderate,0.2,2.511,46,4.956299e-03,4.5047,20,1
moderate,0.2,2.511,48,4.956299e-03,3.5782,20,1
moderate,0.2,2.511,50,4.956299e-03,2.8423,20,1
moderate,0.2,3.104,20,3.243448e-03,137.3468,-1,0
moderate,0.2,3.104,22,3.243448e-03,109.0984,-1,0
moderate,0.2,3.104,24,3.243448e-03,86.6600,-1,0
moderate,0.2,3.104,26,3.243448e-03,68.8365,-1,0
moderate,0.2,3.104,28,3.243448e-03,54.6788,-1,0
moderate,0.2,3.104,30,3.243448e-03,43.4329,-1,0
moderate,0.2,3.104,32,3.243448e-03,34.5000,-1,0
moderate,0.2,3.104,34,3.243448e-03,27.4043,-1,0
moderate,0.2,3.104,36,3.243448e-03,21.7680,-1,0
moderate,0.2,3.104,38,3.243448e-03,17.2909,-1,0
moderate,0.2,3.104,40,3.243448e-03,13.7347,-1,0
moderate,0.2,3.104,42,3.243448e-03,10.9098,-1,0
moderate,0.2,3.104,44,3.243448e-03,8.6660,-1,0
moderate,0.2,3.104,46,3.243448e-03,6.8836,20,1
moderate,0.2,3.104,48,3.243448e-03,5.4679,20,1
moderate,0.2,3.104,50,3.243448e-03,4.3433,20,1
moderate,0.2,3.912,20,2.041985e-03,218.1590,-1,0
moderate,0.2,3.912,22,2.041985e-03,173.2898,-1,0
moderate,0.2,3.912,24,2.041985e-03,137.6490,-1,0
moderate,0.2,3.912,26,2.041985e-03,109.3385,-1,0
moderate,0.2,3.912,28,2.041985e-03,86.8506,-1,0
moderate,0.2,3.912,30,2.041985e-03,68.9879,-1,0
moderate,0.2,3.912,32,2.041985e-03,54.7991,-1,0
moderate,0.2,3.912,34,2.041985e-03,43.5284,-1,0
moderate,0.2,3.912,36,2.041985e-03,34.5759,-1,0
moderate,0.2,3.912,38,2.041985e-03,27.4646,-1,0
moderate,0.2,3.912,40,2.041985e-03,21.8159,-1,0
moderate,0.2,3.912,42,2.041985e-03,17.3290,-1,0
moderate,0.2,3.912,44,2.041985e-03,13.7649,-1,0
moderate,0.2,3.912,46,2.041985e-03,10.9338,-1,0
moderate,0.2,3.912,48,2.041985e-03,8.6851,-1,0
moderate,0.2,3.912,50,2.041985e-03,6.8988,20,1
moderate,0.2,4.888,20,1.307940e-03,340.5947,-1,0
moderate,0.2,4.888,22,1.307940e-03,270.5440,-1,0
moderate,0.2,4.888,24,1.307940e-03,214.9007,-1,0
moderate,0.2,4.888,26,1.307940e-03,170.7017,-1,0
moderate,0.2,4.888,28,1.307940e-03,135.5932,-1,0
moderate,0.2,4.888,30,1.307940e-03,107.7055,-1,0
moderate,0.2,4.888,32,1.307940e-03,85.5535,-1,0
moderate,0.2,4.888,34,1.307940e-03,67.9576,-1,0
moderate,0.2,4.888,36,1.307940e-03,53.9806,-1,0
moderate,0.2,4.888,38,1.307940e-03,42.8783,-1,0
moderate,0.2,4.888,40,1.307940e-03,34.0595,-1,0
