regime,sigma_s,snr_db,xi,z,K,A0,Pe_reference,Pe_interp_free,abs_err_interp_free,rel_err_interp_free,eta_f64,ref_in_range,f64_in_range
moderate,0.1,44,4.0680530910640025,3.721232,20,0.0075533366596106395,2.36419330620510459e-01,2.36419330620512541e-01,2.081668e-15,8.804983e-15,3.720953e-15,1,1
moderate,0.2,30,0.8033518360299956,2.908701,20,0.048431336761812743,3.43067782395097942e-01,3.43067782395098164e-01,2.220446e-16,6.472325e-16,4.641473e-16,1,1
moderate,0.2,34,0.89313069024222058,2.268551,20,0.039181138572137904,2.99338833517070135e-01,2.99338833517070024e-01,1.110223e-16,3.708917e-16,3.615777e-16,1,1
moderate,0.2,38,1.1415764117711371,2.338646,20,0.02398065781958391,2.61043629900309104e-01,2.61043629900306939e-01,2.164935e-15,8.293383e-15,1.439335e-15,1,1
moderate,0.2,40,0.60139020785208019,0.515224,10,0.086462807370188161,2.54870779104015011e-01,2.54870779104014955e-01,5.551115e-17,2.178012e-16,7.141287e-18,1,1
strong,0.05,30,3.5114981412941084,1.455602,10,0.040555180048314703,2.63483312726856322e-01,2.63483312726852936e-01,3.386180e-15,1.285159e-14,1.056027e-15,1,1
strong,0.05,34,1.2472172710403793,0.114413,5,0.32554718707121999,9.03530077410102106e-02,9.03530077410099330e-02,2.775558e-16,3.071904e-15,1.971110e-16,1,1
strong,0.05,38,4.7354027737027735,1.053937,10,0.022298431711406393,2.24136553023605745e-01,2.24136553023605245e-01,4.996004e-16,2.229000e-15,6.836309e-16,1,1
strong,0.05,40,4.489427565231968,0.752451,10,0.024809077059336021,1.89381221968456970e-01,1.89381221968456970e-01,0.000000e+00,0.000000e+00,4.670442e-16,1,1
strong,0.05,44,1.1464217585822558,0.030354,5,0.38803182486993892,3.98855147942406563e-02,3.98855147942405175e-02,1.387779e-16,3.479405e-15,1.054222e-16,1,1
strong,0.1,30,1.3188094142532529,0.821002,10,0.071902629027841475,2.53404719220183872e-01,2.53404719220182706e-01,1.165734e-15,4.600286e-15,1.546460e-15,1,1
strong,0.1,34,3.1305021923553213,2.920122,20,0.012755217679349843,3.40414487968194623e-01,3.40414487968178359e-01,1.626477e-14,4.777930e-14,3.875837e-15,1,1
strong,0.1,38,1.974884339090242,0.733203,10,0.032052697630917934,2.08466159692547198e-01,2.08466159692547087e-01,1.110223e-16,5.325675e-16,6.046724e-16,1,1
strong,0.1,40,0.60306096057257164,0.053498,5,0.34893852321026375,1.88631698803039399e-01,1.88631698803039205e-01,1.942890e-16,1.029991e-15,1.190390e-17,1,1
strong,0.1,44,0.71244772307362514,0.047511,5,0.24791298087224004,1.35630229211775727e-01,1.35630229211775727e-01,0.000000e+00,0.000000e+00,1.812192e-17,1,1
strong,0.2,30,1.7106269475816827,5.527712,20,0.010679318049581167,4.13865226846814316e-01,4.13865226846894529e-01,8.021361e-14,1.938158e-13,2.219806e-13,1,1
strong,0.2,38,1.58738404076714,1.894948,10,0.012401995373650479,3.24231873375934565e-01,3.24231873375925517e-01,9.048318e-15,2.790693e-14,9.097070e-15,1,1
strong,0.2,44,2.6835344466892654,2.714267,20,0.0043394665839555533,3.36608606256062426e-01,3.36608606255751397e-01,3.110290e-13,9.240078e-13,7.753242e-15,1,1
strong,0.3,34,0.69608747005976035,1.299328,10,0.028666197250084399,3.84948056377734604e-01,3.84948056377733772e-01,8.326673e-16,2.163064e-15,6.339791e-16,1,1
strong,0.3,40,2.193253071739095,6.465448,20,0.0028872893547624442,4.16841022280494022e-01,4.16841022279811568e-01,6.824541e-13,1.637205e-12,1.365602e-13,1,1
strong,0.3,44,0.81360499788704466,0.561349,10,0.020982457370761518,2.90909502802132847e-01,2.90909502802133568e-01,7.216450e-16,2.480651e-15,4.834153e-16,1,1
weak,0.05,30,1.6523105869769421,3.066391,20,0.18376298725477119,4.60235490682950540e-02,4.60235490682969761e-02,1.922074e-15,4.176283e-14,1.511059e-15,1,1
weak,0.05,38,0.93560828316733202,0.364611,5,0.6152564271771066,2.27269335557429494e-02,2.27269335557429598e-02,1.040834e-17,4.579738e-16,3.050027e-20,1,1
weak,0.05,40,4.3740948669992994,6.818155,20,0.026134768470364101,8.30731495252531454e-02,8.30731495252451102e-02,8.035239e-15,9.672486e-14,1.819613e-13,1,1
weak,0.05,44,3.364404826989936,2.544832,20,0.044180073035057124,1.81213806180339221e-02,1.81213806180337590e-02,1.630640e-16,8.998432e-15,8.954282e-16,1,1
weak,0.1,44,2.0912849835626468,3.933435,20,0.028583381907613059,5.06704933373420402e-02,5.06704933373214317e-02,2.060851e-14,4.067163e-13,5.291344e-14,1,1
weak,0.2,44,1.0152352674944454,3.707960,20,0.03032148666350705,1.32247860954045171e-01,1.32247860954045948e-01,7.771561e-16,5.876512e-15,8.473362e-16,1,1
moderate,0.05,30,2.4019975758326333,1.624452,10,0.086719888485400062,1.47961228020213081e-01,1.47961228020211555e-01,1.526557e-15,1.031727e-14,5.486198e-16,1,1
moderate,0.05,34,1.8042297759708292,0.577353,10,0.15395150996289114,6.92940705346449526e-02,6.92940705346449803e-02,2.775558e-17,4.005476e-16,1.965526e-16,1,1
moderate,0.05,38,3.3810180830806891,1.281974,10,0.04374681926812702,1.13908428268458622e-01,1.13908428268458484e-01,1.387779e-16,1.218328e-15,2.201566e-16,1,1
moderate,0.05,40,4.8312620733853029,2.079505,20,0.021422273536568087,1.60745291761589831e-01,1.60745291761588582e-01,1.249001e-15,7.770062e-15,6.455851e-16,1,1
moderate,0.05,44,1.4721826946927217,0.121141,5,0.23202398903085741,1.65786233832819728e-02,1.65786233832820873e-02,1.144917e-16,6.905987e-15,4.042950e-17,1,1
moderate,0.1,30,1.6253314975138597,2.976566,20,0.047327118283934835,2.47955725108171682e-01,2.47955725108141678e-01,3.000378e-14,1.210046e-13,2.634196e-14,1,1
moderate,0.1,34,2.9955127687345402,6.380443,20,0.013930756211283616,3.12956567107752937e-01,3.12956567107676165e-01,7.677192e-14,2.453117e-13,3.743611e-14,1,1
moderate,0.1,38,3.2930975118624466,4.865415,20,0.011526717047026737,2.75934577647517165e-01,2.75934577647550916e-01,3.375078e-14,1.223144e-13,1.090486e-14,1,1
moderate,0.1,40,1.8600278260224137,1.232838,10,0.036134288381712447,1.31751611298510152e-01,1.31751611298508209e-01,1.942890e-15,1.474662e-14,5.192729e-15,1,1
moderate,0.1,44,3.7594863460588845,3.178116,20,0.0088441440593019661,2.17079798018666670e-01,2.17079798018654513e-01,1.215694e-14,5.600218e-14,2.375224e-15,1,1
moderate,0.2,34,1.1279145724571698,3.618311,20,0.024565165879132718,3.13906159221182035e-01,3.13906159221186698e-01,4.662937e-15,1.485456e-14,2.418251e-15,1,1
moderate,0.2,38,0.82222402615135082,1.213042,10,0.046232749140788135,2.50706922307449898e-01,2.50706922307450064e-01,1.665335e-16,6.642555e-16,7.527352e-17,1,1
moderate,0.3,40,1.2805834185776193,5.259824,20,0.0084694330497119379,3.40782386559267791e-01,3.40782386559240535e-01,2.725598e-14,7.998059e-14,1.230308e-14,1,1
strong,0.05,30,2.2627721081276775,0.603980,10,0.097738593615923686,1.82339257587139175e-01,1.82339257587138232e-01,9.436896e-16,5.175460e-15,4.415947e-16,1,1
strong,0.05,34,1.1097143359757575,0.089591,5,0.41574361792720993,8.89129646667019685e-02,8.89129646666999562e-02,2.012279e-15,2.263201e-14,1.314790e-15,1,1
strong,0.05,40,3.1624229156028725,0.373306,5,0.050006227733056449,1.29648041419313270e-01,1.29648041419313076e-01,1.942890e-16,1.498588e-15,2.294745e-16,1,1
strong,0.05,44,0.95718049894667678,0.020295,5,0.58035614964798943,4.41932512632874433e-02,4.41932512632873531e-02,9.020562e-17,2.041163e-15,4.136385e-17,1,1
strong,0.1,30,1.8276220324102992,1.577247,10,0.037427361532779133,2.95562203143836688e-01,2.95562203143779456e-01,5.723200e-14,1.936377e-13,5.554399e-15,1,1
strong,0.1,34,1.938084456114173,1.119137,10,0.033281702605282917,2.54800526908326996e-01,2.54800526908327551e-01,5.551115e-16,2.178612e-15,1.021819e-15,1,1
strong,0.1,38,0.94371332089167725,0.167124,5,0.14062083964086697,1.56320969323857278e-01,1.56320969323856862e-01,4.163336e-16,2.663326e-15,3.588343e-16,1,1
strong,0.1,40,2.4377178443124343,0.887421,10,0.021035812164898016,2.19108485048679996e-01,2.19108485048678275e-01,1.720846e-15,7.853852e-15,6.595935e-16,1,1
strong,0.1,44,0.67100129712046885,0.042051,5,0.28010092595315922,1.44622940014817236e-01,1.44622940014817236e-01,0.000000e+00,0.000000e+00,1.281461e-17,1,1
strong,0.2,34,1.7751214052332063,3.755705,20,0.0099173912755729215,3.82392986835638327e-01,3.82392986836748605e-01,1.110279e-12,2.903501e-12,2.454737e-13,1,1
strong,0.2,38,3.0936273810007386,7.197382,20,0.0032652346605923544,4.17748017465346289e-01,4.17748017464820709e-01,5.255796e-13,1.258126e-12,4.508782e-14,1,1
strong,0.2,40,2.9337533017949244,5.141450,20,0.0036308082325631095,3.93493653995873660e-01,3.93493653995645842e-01,2.278178e-13,5.789617e-13,1.645724e-14,1,1
strong,0.2,44,1.2491588012960197,0.588111,10,0.020027619688507727,2.25438447698157213e-01,2.25438447698157685e-01,4.718448e-16,2.093009e-15,1.391115e-15,1,1
strong,0.3,34,1.1267161124240677,3.404443,20,0.010940642229068808,4.02754783265872440e-01,4.02754783265862670e-01,9.769963e-15,2.425784e-14,4.827535e-14,1,1
strong,0.3,40,0.79873390851234227,0.857449,10,0.021771109651065056,3.31359629698624814e-01,3.31359629698626534e-01,1.720846e-15,5.193287e-15,7.039256e-16,1,1
strong,0.3,44,2.1426687777097655,3.893419,20,0.0030252254755258608,3.77926162157124212e-01,3.77926162156935419e-01,1.887934e-13,4.995511e-13,2.149504e-14,1,1
weak,0.05,44,1.6308528511055802,0.595916,10,0.18866896762909147,2.54752893791133569e-03,2.54752893791133396e-03,1.734723e-18,6.809436e-16,2.043755e-18,1,1
weak,0.1,40,1.0129423755474916,1.460632,10,0.12199579552796583,5.86688891911105875e-02,5.86688891911106014e-02,1.387779e-17,2.365442e-16,1.058204e-17,1,1
weak,0.1,44,1.1763548003989863,1.243746,10,0.09039697607218021,3.02781896334030458e-02,3.02781896334030215e-02,2.428613e-17,8.020998e-16,8.188733e-18,1,1
moderate,0.05,30,2.16674905266796,1.321353,10,0.10661211264449232,1.30326015183177130e-01,1.30326015183175548e-01,1.582068e-15,1.213931e-14,3.968463e-16,1,1
moderate,0.05,34,1.445583025740649,0.369178,5,0.24076328350209147,5.58333943685213815e-02,5.58333943685198619e-02,1.519618e-15,2.721700e-14,2.647851e-15,1,1
moderate,0.05,38,4.7460969797359613,2.526450,20,0.022198048016401954,1.84434285900886313e-01,1.84434285900884731e-01,1.582068e-15,8.577949e-15,1.055674e-15,1,1
moderate,0.05,40,1.9697621666793832,0.345145,5,0.12906967338401881,3.85337001403196558e-02,3.85337001403196627e-02,6.938894e-18,1.800734e-16,2.467380e-17,1,1
moderate,0.05,44,4.8068895570917629,1.298873,10,0.021640077502999271,1.10795130311073062e-01,1.10795130311073020e-01,4.163336e-17,3.757689e-16,2.013204e-16,1,1
moderate,0.1,34,0.87779009448560719,0.546477,10,0.16264974639676336,1.58933191922489114e-01,1.58933191922489170e-01,5.551115e-17,3.492735e-16,2.593350e-17,1,1
moderate,0.1,38,2.2196535428864608,2.210357,20,0.025372497510785803,1.87957205606342187e-01,1.87957205606345212e-01,3.025358e-15,1.609599e-14,1.855657e-15,1,1
moderate,0.1,40,2.3279789772686628,1.931320,10,0.023065950480305925,1.69257561626022790e-01,1.69257561626020347e-01,2.442491e-15,1.443061e-14,1.068451e-15,1,1
moderate,0.1,44,1.3905106354650054,0.434615,5,0.06467270371675192,6.83855165300753243e-02,6.83855165300752965e-02,2.775558e-17,4.058692e-16,2.133154e-16,1,1
moderate,0.2,40,2.0025134267535019,5.716421,20,0.0077929400361065994,3.15414709225191991e-01,3.15414709222295642e-01,2.896350e-12,9.182672e-12,5.715680e-13,1,1
strong,0.05,30,1.6557181139232549,0.322577,5,0.1830017071767373,1.41292775931459863e-01,1.41292775931459197e-01,6.661338e-16,4.714564e-15,2.904777e-16,1,1
strong,0.05,34,4.7594811014051865,1.687409,10,0.022073367073677838,2.75730459482119883e-01,2.75730459482119272e-01,6.106227e-16,2.214564e-15,1.201879e-15,1,1
strong,0.05,38,4.770106271908463,1.069442,10,0.021975133888193714,2.25640607371887847e-01,2.25640607371889068e-01,1.221245e-15,5.412347e-15,6.951479e-16,1,1
strong,0.05,40,1.6095484997862399,0.096355,5,0.19373887574114346,6.36979770370431769e-02,6.36979770370431214e-02,5.551115e-17,8.714743e-16,8.001121e-17,1,1
strong,0.05,44,3.5773406627041249,0.301427,5,0.03907564449169456,1.11264623977269522e-01,1.11264623977269328e-01,1.942890e-16,1.746189e-15,1.766003e-16,1,1
strong,0.1,30,2.1301080892903537,2.142665,20,0.027550824889128286,3.20198523109972100e-01,3.20198523109952671e-01,1.942890e-14,6.067768e-14,2.959212e-15,1,1
strong,0.1,34,4.7055425346894983,6.597770,20,0.0056453614184819772,4.07557827568189868e-01,4.07557827568067466e-01,1.224021e-13,3.003306e-13,2.655840e-14,1,1
strong,0.1,38,2.4082834904563239,1.090378,10,0.021553199703624015,2.41778394048756756e-01,2.41778394048756118e-01,6.383782e-16,2.640344e-15,8.498152e-16,1,1
strong,0.1,40,0.97903736720942547,0.142915,5,0.13062038481375299,1.37877554657781898e-01,1.37877554657781065e-01,8.326673e-16,6.039179e-15,4.812041e-16,1,1
strong,0.1,44,1.8221017553361656,0.312803,5,0.037654542409859174,1.32869094245762764e-01,1.32869094245762320e-01,4.440892e-16,3.342306e-15,2.514422e-16,1,1
strong,0.2,30,1.5868642585205788,4.756778,20,0.01241012153706449,4.06350158260382677e-01,4.06350158260224248e-01,1.584288e-13,3.898825e-13,6.922098e-14,1,1
strong,0.2,38,2.4814514920834219,4.630731,20,0.005075038795002226,3.88432930333350357e-01,3.88432930332271553e-01,1.078804e-12,2.777323e-12,4.974874e-14,1,1
strong,0.2,44,3.7072636791932205,5.180190,20,0.0022737528378218839,3.90719366629390052e-01,3.90719366629259546e-01,1.305067e-13,3.340165e-13,1.391662e-14,1,1
strong,0.3,34,0.57094237380233492,0.874054,10,0.042613841130186916,3.87995094560999232e-01,3.87995094560999676e-01,4.440892e-16,1.144574e-15,2.192702e-16,1,1
strong,0.3,40,1.9206111761597253,4.957923,20,0.003765209176022011,4.01627763284026051e-01,4.01627763284125194e-01,9.914292e-14,2.468527e-13,6.872177e-14,1,1
strong,0.3,44,2.1206714010580399,3.813887,20,0.003088311410709962,3.76471905057465583e-01,3.76471905057226053e-01,2.395306e-13,6.362510e-13,2.539924e-14,1,1
weak,0.05,30,1.7328959826214561,3.374966,20,0.16696140084067829,4.94734756321395311e-02,4.94734756321406621e-02,1.131040e-15,2.286154e-14,4.871248e-14,1,1
weak,0.05,34,2.8846872143903073,5.915286,20,0.060104884297637398,7.57055625051586550e-02,7.57055625053908443e-02,2.321893e-13,3.067004e-12,1.269730e-12,1,1
weak,0.05,38,1.868473107476774,1.563265,10,0.14350031267322255,1.21188229789915558e-02,1.21188229789918056e-02,2.498002e-16,2.061258e-14,2.524341e-16,1,1
weak,0.05,40,3.5575104899754435,4.509723,20,0.039512605778807372,4.76593137414374410e-02,4.76593137414092760e-02,2.816497e-14,5.909647e-13,1.900722e-14,1,1
weak,0.05,44,2.4790607884476898,1.381123,10,0.081405379793555624,6.45341593297410650e-03,6.45341593297921179e-03,5.105291e-15,7.910990e-13,6.993783e-16,1,1
weak,0.1,44,2.3772937991259209,5.083038,20,0.022118830811315587,6.71139974557124763e-02,6.71139974556353991e-02,7.707723e-14,1.148452e-12,3.324053e-13,1,1
moderate,0.05,30,1.1261017625327872,0.349575,5,0.40298145302078719,7.80160655424090160e-02,7.80160655424088079e-02,2.081668e-16,2.668256e-15,6.869301e-17,1,1
moderate,0.05,34,3.0044691128926591,1.604261,10,0.055405202332798283,1.39357453004918003e-01,1.39357453004916837e-01,1.165734e-15,8.365065e-15,4.167477e-16,1,1
moderate,0.05,38,2.1925887732331226,0.538689,10,0.10410873429076975,5.75773685878519723e-02,5.75773685878519306e-02,4.163336e-17,7.230856e-16,5.118962e-17,1,1
moderate,0.05,40,3.5841555271570855,1.144387,10,0.03892715061059044,1.02423153633848837e-01,1.02423153633848435e-01,4.024558e-16,3.929344e-15,1.677026e-16,1,1
moderate,0.1,30,1.059330656670372,1.263221,10,0.111518292008988,2.02416618965828576e-01,2.02416618965829187e-01,6.106227e-16,3.016663e-15,2.562929e-16,1,1
moderate,0.1,38,1.7647258567358113,1.397044,10,0.040143521592153036,1.48789268643170408e-01,1.48789268643099604e-01,7.080447e-14,4.758708e-13,3.168918e-14,1,1
moderate,0.1,40,3.8893004413491892,5.390835,20,0.0082636037990953259,2.85929544705425698e-01,2.85929544705448624e-01,2.292611e-14,8.018096e-14,1.382768e-14,1,1
moderate,0.1,44,4.1299786114121115,3.835387,20,0.0073285210644189989,2.40171526211591352e-01,2.40171526211572117e-01,1.923461e-14,8.008699e-14,4.058492e-15,1,1
moderate,0.2,30,0.60589289037985683,1.653805,10,0.085180726331471751,3.46096896243979768e-01,3.46096896243979768e-01,0.000000e+00,0.000000e+00,6.439517e-17,1,1
moderate,0.2,38,2.0581926955902246,7.602311,20,0.0073770022304091134,3.47376539846195209e-01,3.47376539846663945e-01,4.687362e-13,1.349360e-12,1.283717e-12,1,1
moderate,0.2,44,1.6882349227468827,2.563521,20,0.010964494237503461,2.25435412715995015e-01,2.25435412715960126e-01,3.488876e-14,1.547617e-13,1.086432e-14,1,1
moderate,0.3,40,1.5159028276148854,7.370543,20,0.0060440227477408541,3.62197383249079408e-01,3.62197383249281302e-01,2.018941e-13,5.574145e-13,1.550636e-13,1,1
moderate,0.3,44,1.143653780260937,2.646934,20,0.010618970999832205,2.75515419833428254e-01,2.75515419833426201e-01,2.053913e-15,7.454801e-15,1.782434e-15,1,1
strong,0.05,30,1.0340637644705919,0.121784,5,0.48472691999727158,1.17665062527741365e-01,1.17665062527732900e-01,8.465451e-15,7.194532e-14,2.073928e-15,1,1
strong,0.05,34,1.7002935536879067,0.214719,5,0.17346730533482865,1.07932113643287447e-01,1.07932113643287586e-01,1.387779e-16,1.285789e-15,1.794193e-16,1,1
strong,0.05,38,2.8347426904745228,0.377571,5,0.062242955100782767,1.32684736662996738e-01,1.32684736662996461e-01,2.775558e-16,2.091844e-15,2.396014e-16,1,1
strong,0.05,40,2.4584427509950921,0.225513,5,0.082778281961074673,9.73897802086375608e-02,9.73897802086374914e-02,6.938894e-17,7.124869e-16,1.434150e-16,1,1
strong,0.05,44,4.0811009955953361,0.392320,5,0.030022614255920357,1.30339255947339083e-01,1.30339255947338639e-01,4.440892e-16,3.407179e-15,2.309598e-16,1,1
strong,0.1,30,1.7375327752642185,1.425545,10,0.041410252838816365,2.87913895203233516e-01,2.87913895203214310e-01,1.920686e-14,6.671043e-14,7.360078e-15,1,1
strong,0.1,34,1.2413930592731737,0.458925,5,0.081160970492339182,2.01563323984668641e-01,2.01563323984670362e-01,1.720846e-15,8.537494e-15,1.078054e-15,1,1
strong,0.1,38,2.9726714630039783,1.661367,10,0.014145667140244822,2.81577145421972319e-01,2.81577145421964548e-01,7.771561e-15,2.760011e-14,1.292709e-15,1,1
strong,0.1,40,1.0492386424859506,0.164213,5,0.1136793036133297,1.36668972856916482e-01,1.36668972857250992e-01,3.345102e-13,2.447594e-12,1.010366e-13,1,1
strong,0.1,44,2.0674525056755098,0.402734,5,0.029246264110791294,1.48165181793123102e-01,1.48165181793122963e-01,1.387779e-16,9.366430e-16,2.989464e-16,1,1
strong,0.2,30,0.8499508616168111,1.364447,10,0.043264555647583865,3.60822228791039257e-01,3.60822228791039645e-01,3.885781e-16,1.076924e-15,1.625867e-15,1,1
strong,0.2,38,1.4008139529209491,1.475675,10,0.015925691887847055,3.08716062759703758e-01,3.08716062759700094e-01,3.663736e-15,1.186766e-14,1.034980e-14,1,1
strong,0.2,40,1.9674469646036199,2.312292,20,0.008073210945292222,3.31747898996324286e-01,3.31747898996290758e-01,3.352874e-14,1.010669e-13,4.575715e-15,1,1
strong,0.2,44,4.1976154360205866,6.641162,20,0.0017735557218694477,4.08867850998942628e-01,4.08867850998464066e-01,4.785616e-13,1.170456e-12,2.835060e-14,1,1
weak,0.05,30,1.7989652430995864,3.638737,20,0.15485845983871013,5.26515211351856610e-02,5.26515211351803458e-02,5.315193e-15,1.009504e-13,5.424121e-15,1,1
weak,0.05,44,3.6175258230261296,2.942284,20,0.038212102985715299,2.30899205466143266e-02,2.30899205466164568e-02,2.130240e-15,9.225846e-14,1.708371e-15,1,1
weak,0.1,34,1.1650514842906965,3.857731,20,0.092162363402374936,1.08422567336339704e-01,1.08422567336346559e-01,6.855627e-15,6.323063e-14,1.487537e-15,1,1
weak,0.1,44,2.4006089577254675,5.183239,20,0.021691238300095551,6.85873593421822692e-02,6.85873593422456906e-02,6.342149e-14,9.246819e-13,5.601365e-13,1,1
weak,0.2,38,0.88803834226657874,5.660314,20,0.039631908895776259,2.13046948016133442e-01,2.13046948016132887e-01,5.551115e-16,2.605583e-15,5.914063e-15,1,1
moderate,0.05,30,2.3664343121538853,1.576637,10,0.089349866665188044,1.45264831695931879e-01,1.45264831695929741e-01,2.137179e-15,1.471230e-14,5.212038e-16,1,1
moderate,0.05,34,2.9195867288741826,1.514843,10,0.058675637768088429,1.33944676028087517e-01,1.33944676028087128e-01,3.885781e-16,2.901034e-15,3.694289e-16,1,1
moderate,0.05,40,2.4897487066942263,0.551968,10,0.080707118465902283,5.58723843473302312e-02,5.58723843473304255e-02,1.942890e-16,3.477371e-15,4.588647e-17,1,1
moderate,0.05,44,2.5643367174264244,0.369472,5,0.076075264764256578,3.61044310576920241e-02,3.61044310576920380e-02,1.387779e-17,3.843791e-16,1.918741e-17,1,1
moderate,0.1,30,0.75774740822900877,0.643857,10,0.21879446928616758,2.10049575931529064e-01,2.10049575931528953e-01,1.110223e-16,5.285529e-16,1.947351e-17,1,1
moderate,0.1,34,2.1009065953758377,3.138337,20,0.028322136186739365,2.35777217915982523e-01,2.35777217915995152e-01,1.262879e-14,5.356237e-14,3.923060e-14,1,1
moderate,0.1,38,2.829806822659009,3.592694,20,0.015610085280068643,2.40276620617683706e-01,2.40276620617689840e-01,6.133982e-15,2.552884e-14,4.539124e-15,1,1
moderate,0.1,40,2.0071073026350752,1.435560,10,0.03103161100082142,1.43160386075577989e-01,1.43160386075571466e-01,6.522560e-15,4.556121e-14,2.501264e-15,1,1
moderate,0.1,44,1.2824866426750343,0.369656,5,0.07603746869813012,6.60792901976411107e-02,6.60792901976412494e-02,1.387779e-16,2.100172e-15,1.551871e-16,1,1
moderate,0.2,34,1.0881837650713184,3.367863,20,0.026391926180407418,3.10735910415480487e-01,3.10735910415480987e-01,4.996004e-16,1.607797e-15,1.750001e-15,1,1
moderate,0.2,44,1.3753330593381203,1.701302,10,0.016521298186172255,1.96421411104634958e-01,1.96421411104637400e-01,2.442491e-15,1.243495e-14,2.927202e-15,1,1
moderate,0.3,44,0.53783731235524779,0.585293,10,0.04802331656776393,2.94946349009050035e-01,2.94946349009049980e-01,5.551115e-17,1.882076e-16,6.502073e-18,1,1
strong,0.05,30,4.5560922812220381,2.450658,20,0.024088303563520961,3.16753693339975106e-01,3.16753693339961728e-01,1.337819e-14,4.223530e-14,2.344783e-15,1,1
strong,0.05,34,4.7570211469977348,1.685665,10,0.022096204064645179,2.75621355385216094e-01,2.75621355385213818e-01,2.275957e-15,8.257550e-15,1.200458e-15,1,1
strong,0.05,38,4.592876879066746,0.991444,10,0.023703962540784142,2.17884558719368265e-01,2.17884558719367405e-01,8.604228e-16,3.948985e-15,6.375528e-16,1,1
strong,0.05,40,0.90341430811061152,0.027405,5,0.68116912725672529,6.15546454539271579e-02,6.15546454539271093e-02,4.857226e-17,7.890917e-16,3.320257e-17,1,1
strong,0.05,44,2.4933078932880273,0.146359,5,0.080476586000981398,7.13685850888779588e-02,7.13685850888779866e-02,2.775558e-17,3.889047e-16,8.859128e-17,1,1
strong,0.1,30,2.7632452765346454,3.605853,20,0.016371213505672624,3.63662114505238776e-01,3.63662114505188039e-01,5.073719e-14,1.395174e-13,6.678835e-15,1,1
strong,0.1,34,4.4562823182245968,5.917290,20,0.0062945696516618216,3.99665999131590122e-01,3.99665999131352145e-01,2.379763e-13,5.954380e-13,1.929055e-14,1,1
strong,0.1,38,1.4450280744365493,0.392460,5,0.059881630139212591,1.69772453675202439e-01,1.69772453675200552e-01,1.887379e-15,1.111711e-14,7.901111e-15,1,1
strong,0.1,40,4.6309734688693061,3.202744,20,0.0058286321540477505,3.44250100152231120e-01,3.44250100152208915e-01,2.220446e-14,6.450096e-14,4.098647e-15,1,1
strong,0.1,44,3.9182678347436664,1.446654,10,0.0081418699688562066,2.61041380177119420e-01,2.61041380177117865e-01,1.554312e-15,5.954275e-15,1.026458e-15,1,1
strong,0.2,30,1.8604785082611655,6.538608,20,0.0090282514122817566,4.22193153881447569e-01,4.22193153881778471e-01,3.309020e-13,7.837692e-13,2.923276e-13,1,1
strong,0.2,38,1.2676811490804691,1.208496,10,0.019446602266956346,2.98176601873256453e-01,2.98176601873259450e-01,2.997602e-15,1.005311e-14,3.010660e-15,1,1
strong,0.2,40,0.71569781452757453,0.305884,5,0.061028436887703846,2.66030072220983294e-01,2.66030072220983127e-01,1.665335e-16,6.259948e-16,1.429609e-16,1,1
strong,0.2,44,3.5400091717208908,4.723321,20,0.0024936842935489416,3.83515457881840882e-01,3.83515457881767552e-01,7.333023e-14,1.912054e-13,1.075572e-14,1,1
strong,0.3,44,1.8440740555714921,2.883882,20,0.0040842412408362743,3.56736633227771494e-01,3.56736633227605182e-01,1.663114e-13,4.662022e-13,2.725678e-14,1,1
weak,0.05,30,2.6618282385392216,7.981494,20,0.070599459498028275,1.13645871607390564e-01,1.13645871722837910e-01,1.154473e-10,1.015852e-09,2.813147e-11,1,1
weak,0.05,34,2.999223309124035,6.394643,20,0.05559929250588927,8.29364583836061930e-02,8.29364582896232605e-02,9.398293e-11,1.133192e-09,3.222056e-11,1,1
weak,0.05,40,3.8838222512597498,5.375188,20,0.033150639103577309,6.08665191038963299e-02,6.08665191037753503e-02,1.209796e-13,1.987622e-12,4.780841e-14,1,1
weak,0.05,44,4.7814370901383816,5.140614,20,0.021871097594787878,5.49772405069089629e-02,5.49772405068487749e-02,6.018797e-14,1.094780e-12,2.973217e-14,1,1
weak,0.1,30,1.0501541240583041,4.965507,20,0.11348068411498431,1.57718308323891637e-01,1.57718308323896939e-01,5.301315e-15,3.361255e-14,4.212259e-15,1,1
weak,0.1,40,0.59817178233427826,0.502091,10,0.35489761861916974,1.38030607811307021e-01,1.38030607811306993e-01,2.775558e-17,2.010828e-16,3.846065e-20,1,1
weak,0.1,44,2.1044260727719561,3.983030,20,0.028227469600950815,5.13532248799680457e-02,5.13532248799606350e-02,7.410739e-15,1.443091e-13,4.285485e-14,1,1
weak,0.2,44,1.3504294536214165,6.560979,20,0.017136293412052216,1.46478230745263366e-01,1.46478230745383020e-01,1.196543e-13,8.168742e-13,4.138972e-14,1,1
moderate,0.05,30,2.2426053179982106,1.415693,10,0.099507673713495531,1.35950944865081053e-01,1.35950944865081524e-01,4.718448e-16,3.470699e-15,4.780342e-16,1,1
moderate,0.05,34,4.2439722921644174,3.201639,20,0.027762158975001189,2.16044917266916714e-01,2.16044917266917796e-01,1.082467e-15,5.010381e-15,2.291542e-15,1,1
moderate,0.05,38,1.8991345887667794,0.403802,5,0.13888542998520684,4.67133230951633019e-02,4.67133230951633505e-02,4.857226e-17,1.039795e-15,4.110941e-17,1,1
