regime,sigma_s,snr_db,xi,z,K,A0,Pe_reference,Pe_interp_free,abs_err_interp_free,rel_err_interp_free,eta_f64,ref_in_range,f64_in_range
moderate,0.1,34,2.2927190450343677,3.737632,20,0.023780940482302337,2.53975899483163015e-01,2.53975899483265266e-01,1.022515e-13,4.026033e-13,3.190243e-14,1,1
moderate,0.1,38,0.79494950960553734,0.282388,5,0.19860035574762713,1.31638304297923753e-01,1.31638304297923753e-01,0.000000e+00,0.000000e+00,6.639534e-18,1,1
moderate,0.1,40,3.5121824810591882,4.396084,20,0.010133502379017053,2.61159974522119531e-01,2.61159974522116756e-01,2.775558e-15,1.062781e-14,7.229535e-15,1,1
moderate,0.1,44,2.6525289999221435,1.582065,10,0.017766472554613336,1.41416519399055973e-01,1.41416519399055307e-01,6.661338e-16,4.710438e-15,4.514083e-16,1,1
moderate,0.2,34,0.69965378661487454,1.391831,10,0.063861507450477445,3.00692852822655121e-01,3.00692852822655399e-01,2.775558e-16,9.230541e-16,6.432176e-17,1,1
moderate,0.2,38,1.8660321334990466,6.249005,20,0.00897459147092965,3.30154979367502266e-01,3.30154979377766722e-01,1.026446e-11,3.108981e-11,3.445024e-12,1,1
moderate,0.2,44,1.9877257411625828,3.553745,20,0.0079093237026402977,2.55372505507837966e-01,2.55372505507693859e-01,1.441069e-13,5.643010e-13,4.843473e-14,1,1
moderate,0.3,40,1.2311850831274362,4.861852,20,0.0091627078621040678,3.36314850415564193e-01,3.36314850415533328e-01,3.086420e-14,9.177174e-14,6.244113e-14,1,1
moderate,0.3,44,0.53244845875045765,0.573618,10,0.049000725006682073,2.96194569033368882e-01,2.96194569033368882e-01,0.000000e+00,0.000000e+00,6.153407e-18,1,1
strong,0.05,30,3.9649616576671667,1.855921,10,0.031807485561642444,2.88341517750839826e-01,2.88341517750835163e-01,4.662937e-15,1.617158e-14,1.381382e-15,1,1
strong,0.05,38,3.1186749766589812,0.457046,5,0.051419671084271562,1.47124278546462844e-01,1.47124278546462761e-01,8.326673e-17,5.659618e-16,2.876985e-16,1,1
strong,0.05,40,4.7952679162840814,0.858475,10,0.021745105275211219,2.02280069153858072e-01,2.02280069153857323e-01,7.494005e-16,3.704767e-15,5.361014e-16,1,1
strong,0.05,44,0.91663233291371671,0.018085,5,0.65128280463286736,4.58017265046156141e-02,4.58017265046155725e-02,4.163336e-17,9.089911e-16,2.364205e-17,1,1
strong,0.1,30,1.9916726191381506,1.873174,10,0.03151452242976692,3.09174100064211976e-01,3.09174100064222301e-01,1.032507e-14,3.339566e-14,3.006935e-15,1,1
strong,0.1,34,2.5211944545924996,1.893989,10,0.019665790877166727,3.00607635152062347e-01,3.00607635152058461e-01,3.885781e-15,1.292642e-14,1.832100e-15,1,1
strong,0.1,38,3.9182116332581303,2.886372,20,0.0081421035414975893,3.35572533559224007e-01,3.35572533559215902e-01,8.104628e-15,2.415164e-14,3.442787e-15,1,1
strong,0.1,40,4.1781877071579601,2.607072,20,0.0071603782314911928,3.24232668373065747e-01,3.24232668373055588e-01,1.015854e-14,3.133102e-14,2.728174e-15,1,1
strong,0.1,44,2.8549817428532154,0.768028,10,0.01533599200745326,1.99071656109562983e-01,1.99071656109562928e-01,5.551115e-17,2.788501e-16,5.220758e-16,1,1
strong,0.2,34,1.1000944555955123,1.442362,10,0.025823465117040346,3.32144251254919864e-01,3.32144251254533174e-01,3.866907e-13,1.164225e-12,1.117828e-13,1,1
strong,0.2,38,3.022546894450687,6.870441,20,0.0034206161812411766,4.14872493495808792e-01,4.14872493495749950e-01,5.884182e-14,1.418311e-13,3.980692e-14,1,1
strong,0.2,40,2.8041895866646618,4.697352,20,0.0039740730289743792,3.86881102616613737e-01,3.86881102616477346e-01,1.363909e-13,3.525396e-13,1.313673e-14,1,1
strong,0.2,44,1.9919170782859017,1.495475,10,0.0078760732147091939,2.84920956313911733e-01,2.84920956313913898e-01,2.164935e-15,7.598370e-15,1.586910e-15,1,1
strong,0.3,40,0.97268157163234847,1.271613,10,0.014680266511025076,3.36142950575864741e-01,3.36142950575867516e-01,2.775558e-15,8.257075e-15,4.834793e-15,1,1
strong,0.3,44,0.79249983693818005,0.532601,10,0.022115003021898401,2.91373340070128162e-01,2.91373340070127385e-01,7.771561e-16,2.667218e-15,4.017982e-16,1,1
weak,0.05,30,2.5797520753295373,7.496412,20,0.075167848721570146,1.06810688022331166e-01,1.06810688024779665e-01,2.448500e-12,2.292373e-11,4.215079e-12,1,1
weak,0.05,34,1.6612589164015266,1.955932,10,0.18177398224344807,2.25723641150686917e-02,2.25723641150684107e-02,2.810252e-16,1.244997e-14,2.138264e-16,1,1
weak,0.05,38,4.0460450325926782,7.344168,20,0.03054519841692057,9.25995475627959808e-02,9.25995475620259578e-02,7.700229e-13,8.315623e-12,3.305526e-13,1,1
weak,0.05,40,1.7778008620615631,1.123615,10,0.1585871666073031,7.08831659501409431e-03,7.08831659501410472e-03,1.040834e-17,1.468380e-15,3.697025e-17,1,1
weak,0.05,44,2.6506413359105387,1.579147,10,0.071197194044731349,8.05544156750147636e-03,8.05544156751025753e-03,8.781170e-15,1.090092e-12,1.090717e-15,1,1
weak,0.1,40,1.4538495455966249,3.012185,20,0.059156691364299671,5.54528837310147779e-02,5.54528837310154510e-02,6.730727e-16,1.213774e-14,8.415191e-16,1,1
weak,0.1,44,2.0166400126265995,3.657611,20,0.030738882015995988,4.69408065496176030e-02,4.69408065495144911e-02,1.031120e-13,2.196638e-12,6.708535e-14,1,1
weak,0.2,30,0.61550619784230987,6.827086,20,0.082537278625408952,3.24384541666228599e-01,3.24384541666236481e-01,7.882583e-15,2.430012e-14,8.109322e-15,1,1
moderate,0.05,34,3.2594289976983859,1.888233,10,0.047072794850932791,1.55636678046687904e-01,1.55636678046687710e-01,1.942890e-16,1.248350e-15,5.922587e-16,1,1
moderate,0.05,38,4.2716049918692418,2.046492,20,0.027404091571752706,1.60295444267423259e-01,1.60295444267420845e-01,2.414735e-15,1.506428e-14,6.417610e-16,1,1
moderate,0.05,40,4.522590826725895,1.822251,10,0.02444653369220004,1.46350173837818759e-01,1.46350173837817898e-01,8.604228e-16,5.879206e-15,4.720533e-16,1,1
moderate,0.05,44,1.3363073766782509,0.099480,5,0.28254560456328259,1.61336236960808038e-02,1.61336236960807761e-02,2.775558e-17,1.720356e-15,1.191843e-17,1,1
moderate,0.1,30,0.777275429271714,0.677842,10,0.2078245260529413,2.08105165518988305e-01,2.08105165518988194e-01,1.110223e-16,5.334913e-16,2.287435e-17,1,1
moderate,0.1,38,2.5212958868224056,2.851997,20,0.019664208488030421,2.14353737625071955e-01,2.14353737625074814e-01,2.858824e-15,1.333695e-14,2.587289e-15,1,1
moderate,0.1,40,1.923797062098785,1.318839,10,0.03377797959080539,1.36630583797641814e-01,1.36630583797640703e-01,1.110223e-15,8.125728e-15,1.410124e-15,1,1
moderate,0.1,44,2.5666149031266756,1.481235,10,0.018975870123547772,1.35424740099902047e-01,1.35424740099902990e-01,9.436896e-16,6.968369e-15,3.978092e-16,1,1
moderate,0.2,34,1.1598378372217415,3.826047,20,0.023231390789978094,3.16582056764043052e-01,3.16582056764055153e-01,1.210143e-14,3.822526e-14,3.953243e-15,1,1
moderate,0.2,44,1.3988458163233595,1.759973,10,0.015970539336863158,1.98376691276332590e-01,1.98376691276333617e-01,1.026956e-15,5.176799e-15,4.732425e-15,1,1
strong,0.05,30,4.0150030306770637,1.903072,10,0.03101942283142722,2.90919001268537758e-01,2.90919001268532762e-01,4.996004e-15,1.717318e-14,1.424821e-15,1,1
strong,0.05,34,3.5347093299915708,0.930608,10,0.040024155932409634,2.14646241256803316e-01,2.14646241256802983e-01,3.330669e-16,1.551702e-15,6.164978e-16,1,1
strong,0.05,38,4.2686511118414776,0.856392,10,0.027442036512745311,2.03224143796041951e-01,2.03224143796042256e-01,3.053113e-16,1.502338e-15,5.418016e-16,1,1
strong,0.05,44,3.0744288686483263,0.222609,5,0.052911082570552777,9.23582675224365185e-02,9.23582675224364630e-02,5.551115e-17,6.010415e-16,1.308841e-16,1,1
strong,0.1,30,2.8382732769786188,3.804334,20,0.015517091892193887,3.68033261490570196e-01,3.68033261490515740e-01,5.445644e-14,1.479661e-13,7.359038e-15,1,1
strong,0.1,34,1.6209709393312717,0.782789,10,0.047582191087296777,2.28547342715619439e-01,2.28547342715618718e-01,7.216450e-16,3.157529e-15,1.014543e-15,1,1
strong,0.1,38,1.4490963196658833,0.394674,5,0.059545658996720617,1.70026758666472738e-01,1.70026758668427647e-01,1.954908e-12,1.149765e-11,7.978541e-13,1,1
strong,0.1,40,2.321819774224732,0.805038,10,0.023188500306239399,2.10656683211185497e-01,2.10656683211184220e-01,1.276756e-15,6.060840e-15,6.024113e-16,1,1
strong,0.1,44,2.9096995977082405,0.797751,10,0.01476459735332843,2.02520094067343198e-01,2.02520094067342477e-01,7.216450e-16,3.563325e-15,5.411976e-16,1,1
strong,0.2,34,1.963317572440606,4.594282,20,0.008107207358112432,3.94890957004703003e-01,3.94890957004861320e-01,1.583178e-13,4.009152e-13,6.280291e-14,1,1
strong,0.2,40,3.0805019127274114,5.668674,20,0.0032931191524056889,4.00433383156083955e-01,4.00433383155873290e-01,2.106648e-13,5.260920e-13,2.116515e-14,1,1
strong,0.2,44,2.6876068356285385,2.722511,20,0.0043263257766256967,3.36875915790703973e-01,3.36875915790684433e-01,1.953993e-14,5.800333e-14,3.706060e-15,1,1
weak,0.05,34,3.0230180909306537,6.496567,20,0.054726999370061924,8.44695400367833360e-02,8.44695400428463472e-02,6.063011e-12,7.177749e-11,2.320305e-12,1,1
weak,0.05,44,4.5617246942936394,4.678995,20,0.024028850221545085,4.79214972628357327e-02,4.79214972628917088e-02,5.597606e-14,1.168078e-12,1.752147e-14,1,1
weak,0.1,44,1.2826612149700873,1.479027,10,0.076016750296683699,2.85215865441300724e-02,2.85215865441300342e-02,3.816392e-17,1.338071e-15,2.221773e-17,1,1
weak,0.2,38,0.90405758121908586,5.866424,20,0.038239493496551771,2.13019812596233704e-01,2.13019812596233538e-01,1.665335e-16,7.817745e-16,7.638549e-15,1,1
moderate,0.05,30,1.7339028716696734,0.844728,10,0.16676637511298223,1.00603572843871905e-01,1.00603572843871447e-01,4.579670e-16,4.552194e-15,9.797822e-16,1,1
moderate,0.05,40,3.8158042294706784,1.297132,10,0.034343254885026472,1.13158041380114788e-01,1.13158041380114455e-01,3.330669e-16,2.943378e-15,2.138577e-16,1,1
moderate,0.05,44,1.8266458409158224,0.187163,5,0.15017808305296756,2.06232575027475856e-02,2.06232575027476203e-02,3.469447e-17,1.682298e-15,8.940296e-18,1,1
moderate,0.1,34,1.9260228229121945,2.637524,20,0.033699939957168641,2.18802406982614162e-01,2.18802406982618436e-01,4.274359e-15,1.953525e-14,1.533369e-14,1,1
moderate,0.1,40,4.3789750432536714,6.833748,20,0.006518784146608168,3.14290417942905187e-01,3.14290417942828804e-01,7.638334e-14,2.430343e-13,3.390296e-14,1,1
moderate,0.1,44,2.1473789210748424,1.036826,10,0.027109382169155937,1.07091894736766044e-01,1.07091894736765170e-01,8.743006e-16,8.164022e-15,2.210030e-16,1,1
moderate,0.2,40,0.66474192463855997,0.629636,10,0.070751583786100053,2.43158712440280450e-01,2.43158712440280422e-01,2.775558e-17,1.141459e-16,1.268071e-17,1,1
moderate,0.3,30,0.8301202834507948,6.989165,20,0.020155810218943113,4.11903247608023160e-01,4.11903247607984468e-01,3.869127e-14,9.393291e-14,6.432472e-15,1,1
moderate,0.3,40,1.4564753280398022,6.803976,20,0.006547308130215564,3.56866576750851539e-01,3.56866576752054243e-01,1.202705e-12,3.370180e-12,5.896982e-13,1,1
moderate,0.3,44,1.5323474015908705,4.751943,20,0.0059149937246413794,3.11979022772068626e-01,3.11979022772050030e-01,1.859624e-14,5.960733e-14,7.033232e-14,1,1
strong,0.05,30,3.0872631740214111,1.125026,10,0.052471858743690897,2.37793891300976834e-01,2.37793891300975196e-01,1.637579e-15,6.886548e-15,8.005591e-16,1,1
strong,0.05,34,4.3488396364898003,1.408770,10,0.026439233549854332,2.56758275769063071e-01,2.56758275769060518e-01,2.553513e-15,9.945202e-15,9.786687e-16,1,1
strong,0.05,38,3.5761409952204635,0.601023,10,0.039101872852237714,1.70069806187746780e-01,1.70069806187746669e-01,1.110223e-16,6.528043e-16,3.773101e-16,1,1
strong,0.05,40,3.1066630499455448,0.360252,5,0.051818258395330677,1.27064746121099664e-01,1.27064746121099054e-01,6.106227e-16,4.805603e-15,2.216553e-16,1,1
strong,0.05,44,1.9201753984165775,0.086704,5,0.13584674050584086,5.28945154249026508e-02,5.28945154249026578e-02,6.938894e-18,1.311836e-16,5.842176e-17,1,1
strong,0.1,30,2.1741247470795519,2.232144,20,0.026446411536436756,3.23599059477655493e-01,3.23599059477642781e-01,1.271205e-14,3.928335e-14,3.117051e-15,1,1
strong,0.1,34,0.92028079479925662,0.251829,5,0.14790531845423702,1.94735389434215395e-01,1.94735389434215422e-01,2.775558e-17,1.425297e-16,4.432522e-16,1,1
strong,0.1,38,2.58371384365479,1.255033,10,0.018725522788164795,2.54701051595993710e-01,2.54701051595995875e-01,2.164935e-15,8.499906e-15,9.727545e-16,1,1
strong,0.1,40,2.7926242854322663,1.164648,10,0.016028553007411014,2.44133579867330169e-01,2.44133579867329170e-01,9.992007e-16,4.092844e-15,8.620952e-16,1,1
strong,0.1,44,4.5188044945571475,1.924087,10,0.006121590236374712,2.90699463613414699e-01,2.90699463613410813e-01,3.885781e-15,1.336700e-14,1.415568e-15,1,1
strong,0.2,38,3.0011201290311496,6.773377,20,0.0034696342296724201,4.13981053916339270e-01,4.13981053915705388e-01,6.338818e-13,1.531186e-12,3.833124e-14,1,1
strong,0.2,40,2.1412817920932903,2.738955,20,0.0068155992129859417,3.45030808443893888e-01,3.45030808443842041e-01,5.184742e-14,1.502689e-13,4.991323e-15,1,1
strong,0.2,44,2.0957738804077928,1.655488,10,0.007114804905328685,2.93409662213745259e-01,2.93409662213736766e-01,8.493206e-15,2.894658e-14,1.771970e-15,1,1
strong,0.3,34,0.82677059683985543,1.833059,10,0.02031947626436071,3.87340105628472542e-01,3.87340105628470877e-01,1.665335e-15,4.299412e-15,1.930007e-15,1,1
strong,0.3,44,0.94553040594113202,0.758165,10,0.015535500935735995,2.91852327734568651e-01,2.91852327734569705e-01,1.054712e-15,3.613855e-15,1.932592e-15,1,1
weak,0.05,34,0.97868618068628332,0.646550,10,0.54989958375879833,3.08313094737627628e-02,3.08313094737627559e-02,6.938894e-18,2.250600e-16,3.389293e-19,1,1
weak,0.05,40,2.5934741265038848,2.395886,20,0.074373712310539269,1.85634060500320525e-02,1.85634060500303733e-02,1.679212e-15,9.045820e-14,2.401795e-15,1,1
weak,0.05,44,4.7552112443521626,5.084372,20,0.022113028938489824,5.41129496131436752e-02,5.41129496132211688e-02,7.749357e-14,1.432071e-12,2.794302e-14,1,1
weak,0.1,38,1.1826215899651571,2.508151,20,0.089440018520250186,6.77022370436870941e-02,6.77022370436865389e-02,5.551115e-16,8.199308e-15,1.786279e-16,1,1
weak,0.1,40,0.77715548259091005,0.857143,10,0.20788933327767786,8.78188513687253730e-02,8.78188513687253175e-02,5.551115e-17,6.321097e-16,5.913646e-19,1,1
weak,0.1,44,0.82647060653587079,0.612296,10,0.18362173715934493,5.79629640944715127e-02,5.79629640944715127e-02,0.000000e+00,0.000000e+00,1.783035e-19,1,1
weak,0.2,44,0.97527762927423844,3.421781,20,0.032857412643710594,1.33141150174035661e-01,1.33141150174035522e-01,1.387779e-16,1.042336e-15,5.106801e-16,1,1
weak,0.3,40,0.78522365095326219,7.910178,20,0.022526789513932235,2.83072995268962679e-01,2.83072995268978334e-01,1.565414e-14,5.530073e-14,3.411915e-14,1,1
moderate,0.05,30,3.4453736323920552,3.343967,20,0.042127289129722828,2.25498051012707423e-01,2.25498051012713030e-01,5.606626e-15,2.486330e-14,2.938324e-15,1,1
moderate,0.05,34,1.6386132041919901,0.475643,5,0.18687203178834361,6.22224007137451851e-02,6.22224007137448520e-02,3.330669e-16,5.352846e-15,2.092725e-16,1,1
moderate,0.05,38,4.0937232036661992,1.879575,10,0.029837733341326632,1.51071826222359262e-01,1.51071826222359179e-01,8.326673e-17,5.511731e-16,5.262149e-16,1,1
moderate,0.05,40,4.8006506730882652,2.053235,20,0.021696365063754674,1.59325917569542952e-01,1.59325917569542064e-01,8.881784e-16,5.574601e-15,6.263498e-16,1,1
moderate,0.05,44,3.5058883779269698,0.690860,10,0.040685105946663844,6.40946320876641662e-02,6.40946320876641662e-02,0.000000e+00,0.000000e+00,5.862792e-17,1,1
moderate,0.1,30,1.6525167334515471,3.077009,20,0.045782206068022566,2.50714405900146042e-01,2.50714405900112070e-01,3.397282e-14,1.355041e-13,1.816390e-14,1,1
moderate,0.1,34,2.5386344615055672,4.582497,20,0.019396500128426135,2.76163269422800173e-01,2.76163269422568192e-01,2.319811e-13,8.400143e-13,6.548806e-14,1,1
moderate,0.1,38,3.6732644102687355,6.053643,20,0.0092642171278734323,3.01808060077848883e-01,3.01808060077910834e-01,6.195044e-14,2.052644e-13,2.329354e-14,1,1
moderate,0.1,40,3.6828656986576065,4.833751,20,0.0092159754897578466,2.72688097230145421e-01,2.72688097230152637e-01,7.216450e-15,2.646412e-14,9.729048e-15,1,1
moderate,0.1,44,3.0954603882704181,2.154566,20,0.013045648428380824,1.72422870225737601e-01,1.72422870225736380e-01,1.221245e-15,7.082850e-15,8.522260e-16,1,1
moderate,0.2,38,1.2402182548934291,2.760303,20,0.020317432798277874,2.69080555206839322e-01,2.69080555206869576e-01,3.025358e-14,1.124332e-13,1.124018e-14,1,1
moderate,0.3,38,0.65816944364988561,1.749023,10,0.03206490863329222,3.34038695547569431e-01,3.34038695547569486e-01,5.551115e-17,1.661818e-16,8.885377e-17,1,1
strong,0.05,30,3.061567151787481,1.106367,10,0.053356803337333183,2.36165444443375366e-01,2.36165444443374756e-01,6.106227e-16,2.585572e-15,7.865623e-16,1,1
strong,0.05,34,4.4055232385079863,1.445738,10,0.02576317263047706,2.59468477972279399e-01,2.59468477972278677e-01,7.216450e-16,2.781243e-15,1.007821e-15,1,1
strong,0.05,38,4.3228412030309729,0.878276,10,0.026758250457630018,2.05715749026940203e-01,2.05715749026940564e-01,3.608225e-16,1.753986e-15,5.561606e-16,1,1
strong,0.05,40,2.3726610964388586,0.210030,5,0.088880802171954723,9.35852810292363141e-02,9.35852810292364390e-02,1.249001e-16,1.334613e-15,1.348299e-16,1,1
strong,0.05,44,1.0300356387219103,0.024089,5,0.48896418711163919,4.18147120191116745e-02,4.18147120191112442e-02,4.302114e-16,1.028852e-14,2.723924e-16,1,1
strong,0.1,30,3.4868311195798167,5.741653,20,0.010281393971551683,3.99717264192157973e-01,3.99717264191989718e-01,1.682543e-13,4.209333e-13,1.990199e-14,1,1
strong,0.1,34,4.3035065654119347,5.518515,20,0.006749424000576423,3.94402236240548487e-01,3.94402236240419035e-01,1.294520e-13,3.282233e-13,1.574914e-14,1,1
strong,0.1,38,2.4419972621551729,1.121123,10,0.020962143879825389,2.44295574917528485e-01,2.44295574917527819e-01,6.661338e-16,2.726754e-15,8.724088e-16,1,1
strong,0.1,40,3.9423931716508984,2.321114,20,0.0080425260117532055,3.12671967591316935e-01,3.12671967591309607e-01,7.327472e-15,2.343501e-14,2.174162e-15,1,1
strong,0.1,44,3.5924491751352554,1.216065,10,0.0096857249369040714,2.43287786857225241e-01,2.43287786857223159e-01,2.081668e-15,8.556402e-15,8.470143e-16,1,1
strong,0.2,40,0.69421897917741027,0.287787,5,0.064866083926693921,2.68189017776665262e-01,2.68189017776665095e-01,1.665335e-16,6.209555e-16,1.196186e-16,1,1
strong,0.2,44,2.5379444431416309,2.427741,20,0.004851618513756247,3.26756062028871030e-01,3.26756062028871974e-01,9.436896e-16,2.888055e-15,3.065995e-15,1,1
strong,0.3,40,0.84694759617965809,0.964097,10,0.019362796411634776,3.31851920895556485e-01,3.31851920895558816e-01,2.331468e-15,7.025629e-15,1.087097e-15,1,1
strong,0.3,44,2.1753457944598797,4.013079,20,0.0029350209605024749,3.80054438841407716e-01,3.80054438841249009e-01,1.587064e-13,4.175885e-13,1.848811e-14,1,1
weak,0.05,38,2.6177466107923517,3.073021,20,0.072999515568164475,2.88106715578229228e-02,2.88106715577782779e-02,4.464484e-14,1.549594e-12,1.975384e-14,1,1
weak,0.05,40,1.4822556568626228,0.778669,10,0.22884047039006825,6.20560344550255810e-03,6.20560344550256243e-03,4.336809e-18,6.988537e-16,2.759807e-18,1,1
weak,0.05,44,4.8500610590984703,5.289242,20,0.021256515822233979,5.72658719643855188e-02,5.72658719645033065e-02,1.177877e-13,2.056857e-12,3.492827e-14,1,1
weak,0.1,30,1.1724286670409685,6.191891,20,0.091004368043446124,1.63055495116682547e-01,1.63055495116608551e-01,7.399636e-14,4.538109e-13,1.990192e-14,1,1
weak,0.1,44,2.9776499853864329,7.974723,20,0.014098403021689108,1.09569276521833431e-01,1.09569276519323466e-01,2.509964e-12,2.290756e-11,8.081498e-12,1,1
weak,0.2,38,0.76297810596942595,4.177831,20,0.053695099540350351,2.18600930051035036e-01,2.18600930051032233e-01,2.803313e-15,1.282388e-14,8.035457e-16,1,1
weak,0.3,44,0.53806161757150184,2.343126,20,0.04798326900421726,2.69411894872372493e-01,2.69411894872372493e-01,0.000000e+00,0.000000e+00,2.011583e-17,1,1
moderate,0.05,30,1.8357303015431168,0.947432,10,0.1486884655690506,1.07084034198482836e-01,1.07084034198483558e-01,7.216450e-16,6.739053e-15,6.233491e-16,1,1
moderate,0.05,34,3.8885329165864149,2.687737,20,0.033070353532311185,1.94946264417976689e-01,1.94946264417974219e-01,2.470246e-15,1.267142e-14,1.387347e-15,1,1
moderate,0.05,38,2.7100336212642757,0.823431,10,0.06810803229799918,8.04049383350388669e-02,8.04049383350386032e-02,2.636780e-16,3.279375e-15,9.842312e-17,1,1
moderate,0.05,40,3.967978879751179,1.402675,10,0.031759123167234005,1.20277426304951821e-01,1.20277426304951876e-01,5.551115e-17,4.615259e-16,2.560571e-16,1,1
moderate,0.05,44,1.9451612083681256,0.212347,5,0.13236663191272091,2.25833985765476301e-02,2.25833985765476059e-02,2.428613e-17,1.075397e-15,9.853474e-18,1,1
moderate,0.1,30,1.4797989574999197,2.467161,20,0.057098937630712339,2.33498895011637869e-01,2.33498895011692298e-01,5.442868e-14,2.331004e-13,1.716867e-14,1,1
moderate,0.1,38,2.7043153138125433,3.281101,20,0.017092515182095983,2.29910581020105226e-01,2.29910581020101645e-01,3.580469e-15,1.557331e-14,3.567242e-15,1,1
moderate,0.1,40,3.3553245350687733,4.012178,20,0.011103129383591715,2.50111216997985664e-01,2.50111216997985664e-01,0.000000e+00,0.000000e+00,5.457469e-15,1,1
moderate,0.1,44,3.5663504386237603,2.859961,20,0.0098280071920890544,2.04468634226300544e-01,2.04468634226298351e-01,2.192690e-15,1.072385e-14,1.768011e-15,1,1
moderate,0.2,34,1.2228634467222272,4.253197,20,0.020898255096226316,3.22120928323178290e-01,3.22120928323784028e-01,6.057377e-13,1.880467e-12,1.731163e-13,1,1
strong,0.05,34,4.0617060870389698,1.228859,10,0.030310063906172,2.42579575102412903e-01,2.42579575102412015e-01,8.881784e-16,3.661390e-15,8.389936e-16,1,1
strong,0.05,38,1.5982398127542843,0.119590,5,0.19651441365833766,7.49141315201879432e-02,7.49141315201880542e-02,1.110223e-16,1.481994e-15,1.025488e-16,1,1
strong,0.05,40,2.7823443978906242,0.288923,5,0.064611162206263492,1.12084198554251765e-01,1.12084198554251502e-01,2.636780e-16,2.352499e-15,1.795879e-16,1,1
strong,0.05,44,2.8058324973060453,0.185391,5,0.063533151134442079,8.24842067696508890e-02,8.24842067696509446e-02,5.551115e-17,6.729913e-16,1.099303e-16,1,1
strong,0.1,30,1.7773594370814896,1.491665,10,0.039574707739462735,2.91305104086055644e-01,2.91305104086077904e-01,2.225997e-14,7.641463e-14,1.502881e-14,1,1
strong,0.1,34,2.2389173383758725,1.493593,10,0.024937715877366425,2.79216128689173726e-01,2.79216128689166121e-01,7.605028e-15,2.723706e-14,1.292632e-15,1,1
strong,0.1,38,2.8458469293919535,1.522626,10,0.015434607201771628,2.73103286342113172e-01,2.73103286342104956e-01,8.215650e-15,3.008258e-14,1.181183e-15,1,1
strong,0.1,40,4.056364419814197,2.457258,20,0.0075969306323688014,3.18361075892104883e-01,3.18361075892096335e-01,8.548717e-15,2.685227e-14,2.429591e-15,1,1
strong,0.1,44,1.6273925975176167,0.249505,5,0.047207266895146774,1.21704219278168407e-01,1.21704219278168352e-01,5.551115e-17,4.561153e-16,2.242568e-16,1,1
strong,0.2,40,2.776405331850909,4.604729,20,0.0040540105224225196,3.85400957400978905e-01,3.85400957400822031e-01,1.568745e-13,4.070424e-13,1.251405e-14,1,1
strong,0.2,44,4.1397491438035967,6.459321,20,0.0018234845613255227,4.06935680144750012e-01,4.06935680144464462e-01,2.855494e-13,7.017064e-13,2.610362e-14,1,1
strong,0.3,34,0.7098296702301472,1.351145,10,0.027566848290268311,3.84977742584491855e-01,3.84977742584492355e-01,4.996004e-16,1.297738e-15,7.105402e-16,1,1
strong,0.3,44,1.9936878271600051,3.370818,20,0.003494247207803009,3.67739602741108174e-01,3.67739602741067984e-01,4.019007e-14,1.092895e-13,3.565716e-14,1,1
weak,0.05,40,1.1542477037039378,0.465841,5,0.38251452344542908,9.48324232113212720e-03,9.48324232113213240e-03,5.204170e-18,5.487754e-16,1.448796e-19,1,1
weak,0.05,44,4.6904621368192414,4.946841,20,0.022727811210308823,5.20042387855267560e-02,5.20042387854895427e-02,3.721329e-14,7.155818e-13,2.394416e-14,1,1
weak,0.1,30,1.1615970610572517,6.077830,20,0.092712229512093194,1.62393644017928829e-01,1.62393644017990058e-01,6.122880e-14,3.770394e-13,1.737869e-14,1,1
weak,0.1,38,1.8731726340121264,6.296281,20,0.035628817761172979,1.03815814267540094e-01,1.03815814266994266e-01,5.458273e-13,5.257651e-12,1.116027e-13,1,1
weak,0.1,44,1.2859342677239862,1.486593,10,0.075629865630800888,2.84957236144957153e-02,2.84957236144956980e-02,1.734723e-17,6.087662e-16,2.289032e-17,1,1
moderate,0.05,34,2.9592008235907556,1.556256,10,0.057114271708675807,1.36469120106829378e-01,1.36469120106828379e-01,9.992007e-16,7.321808e-15,3.908831e-16,1,1
moderate,0.05,38,2.7321263123705091,0.836923,10,0.067010099276672078,8.14544455660685812e-02,8.14544455660687616e-02,1.804112e-16,2.214873e-15,1.011875e-16,1,1
moderate,0.05,40,1.1960712986520261,0.125463,5,0.35506585794706874,2.70449971439078243e-02,2.70449971439077341e-02,9.020562e-17,3.335390e-15,5.566511e-17,1,1
moderate,0.05,44,4.8679395693717504,1.332078,10,0.021100652855328802,1.13092852863539914e-01,1.13092852863539761e-01,1.526557e-16,1.349826e-15,2.117528e-16,1,1
moderate,0.1,30,0.74325456580149252,0.619175,10,0.22751614512523125,2.11662273095454295e-01,2.11662273095454267e-01,2.775558e-17,1.311314e-16,1.726316e-17,1,1
moderate,0.1,38,3.5072596206188362,5.518838,20,0.01016197001105887,2.90894040443345270e-01,2.90894040443319957e-01,2.531308e-14,8.701823e-14,1.664607e-14,1,1
moderate,0.1,40,0.9918520278477333,0.350064,5,0.12725582314489559,9.83454482276408110e-02,9.83454482276408803e-02,6.938894e-17,7.055633e-16,2.398890e-17,1,1
moderate,0.1,44,4.5164345406577722,4.586756,20,0.0061280164486340813,2.62557271998377972e-01,2.62557271998387465e-01,9.492407e-15,3.615366e-14,7.252270e-15,1,1
moderate,0.2,30,1.1552051134027939,6.015527,20,0.023418111673060297,3.65280791100055346e-01,3.65280791100097701e-01,4.235501e-14,1.159519e-13,1.013077e-14,1,1
