regime,sigma_s,xi,snr_db,K,A0,z,admissible,max_abs_ak,eta_f64,first_omitted,Pe_series
moderate,0.1,4.888,38,20,5.231769e-03,10.7196,0,1.173009e+03,2.604603e-13,6.019729e-09,3.649373e-01
moderate,0.1,4.888,40,5,5.231769e-03,8.5148,0,3.794124e+02,8.424647e-14,8.834649e+01,-6.215021e+01
moderate,0.1,4.888,40,10,5.231769e-03,8.5148,0,3.794124e+02,8.424647e-14,8.657392e-02,2.711063e-01
moderate,0.1,4.888,40,20,5.231769e-03,8.5148,0,3.794124e+02,8.424647e-14,3.385142e-11,3.394719e-01
moderate,0.1,4.888,42,5,5.231769e-03,6.7636,0,1.389014e+02,3.084230e-14,1.571047e+01,-1.118343e+01
moderate,0.1,4.888,42,10,5.231769e-03,6.7636,0,1.389014e+02,3.084230e-14,4.868409e-03,3.078071e-01
moderate,0.1,4.888,42,20,5.231769e-03,6.7636,1,1.389014e+02,3.084230e-14,1.903605e-13,3.117474e-01
moderate,0.1,4.888,44,5,5.231769e-03,5.3725,0,5.513443e+01,1.224230e-14,2.793761e+00,-1.826587e+00
moderate,0.1,4.888,44,10,5.231769e-03,5.3725,0,5.513443e+01,1.224230e-14,2.737708e-04,2.821391e-01
moderate,0.1,4.888,44,20,5.231769e-03,5.3725,1,5.513443e+01,1.224230e-14,1.070476e-15,2.823657e-01
moderate,0.1,4.888,46,5,5.231769e-03,4.2675,0,2.462764e+01,5.468436e-15,4.968088e-01,-1.338519e-01
moderate,0.1,4.888,46,10,5.231769e-03,4.2675,0,2.462764e+01,5.468436e-15,1.539526e-05,2.520636e-01
moderate,0.1,4.888,46,20,5.231769e-03,4.2675,1,2.462764e+01,5.468436e-15,6.019729e-18,2.520766e-01
moderate,0.1,4.888,48,5,5.231769e-03,3.3898,0,1.171945e+01,2.602240e-15,8.834649e-02,1.512561e-01
moderate,0.1,4.888,48,10,5.231769e-03,3.3898,0,1.171945e+01,2.602240e-15,8.657392e-07,2.217064e-01
moderate,0.1,4.888,48,20,5.231769e-03,3.3898,1,1.171945e+01,2.602240e-15,3.385142e-20,2.217071e-01
moderate,0.1,4.888,50,5,5.231769e-03,2.6926,0,5.739937e+00,1.274522e-15,1.571047e-02,1.792484e-01
moderate,0.1,4.888,50,10,5.231769e-03,2.6926,0,5.739937e+00,1.274522e-15,4.868409e-08,1.920794e-01
moderate,0.1,4.888,50,20,5.231769e-03,2.6926,1,5.739937e+00,1.274522e-15,1.903605e-22,1.920795e-01
moderate,0.2,0.5,20,5,1.251839e-01,3.5586,0,1.105000e+00,2.453594e-16,3.009021e-03,4.287032e-01
moderate,0.2,0.5,20,10,1.251839e-01,3.5586,0,1.105000e+00,2.453594e-16,1.546320e-08,4.262659e-01
moderate,0.2,0.5,20,20,1.251839e-01,3.5586,1,1.105000e+00,2.453594e-16,6.614294e-23,4.262659e-01
moderate,0.2,0.5,22,5,1.251839e-01,2.8267,0,6.213874e-01,1.379757e-16,5.350881e-04,4.144719e-01
moderate,0.2,0.5,22,10,1.251839e-01,2.8267,0,6.213874e-01,1.379757e-16,8.695596e-10,4.140287e-01
moderate,0.2,0.5,22,20,1.251839e-01,2.8267,1,6.213874e-01,1.379757e-16,3.719491e-25,4.140287e-01
moderate,0.2,0.5,24,5,1.251839e-01,2.2453,0,3.515818e-01,7.806683e-17,9.515361e-05,4.009347e-01
moderate,0.2,0.5,24,10,1.251839e-01,2.2453,0,3.515818e-01,7.806683e-17,4.889893e-11,4.008543e-01
moderate,0.2,0.5,24,20,1.251839e-01,2.2453,1,3.515818e-01,7.806683e-17,2.091623e-27,4.008543e-01
moderate,0.2,0.5,26,5,1.251839e-01,1.7835,0,2.167836e-01,4.813562e-17,1.692097e-05,3.869095e-01
moderate,0.2,0.5,26,10,1.251839e-01,1.7835,1,2.167836e-01,4.813562e-17,2.749789e-12,3.868949e-01
moderate,0.2,0.5,26,20,1.251839e-01,1.7835,1,2.167836e-01,4.813562e-17,1.176206e-29,3.868949e-01
moderate,0.2,0.5,28,5,1.251839e-01,1.4167,0,1.336677e-01,2.968018e-17,3.009021e-06,3.723257e-01
moderate,0.2,0.5,28,10,1.251839e-01,1.4167,1,1.336677e-01,2.968018e-17,1.546320e-13,3.723231e-01
moderate,0.2,0.5,28,20,1.251839e-01,1.4167,1,1.336677e-01,2.968018e-17,6.614294e-32,3.723231e-01
moderate,0.2,0.5,30,5,1.251839e-01,1.1253,0,8.241881e-02,1.830065e-17,5.350881e-07,3.573211e-01
moderate,0.2,0.5,30,10,1.251839e-01,1.1253,1,8.241881e-02,1.830065e-17,8.695596e-15,3.573206e-01
moderate,0.2,0.5,30,20,1.251839e-01,1.1253,1,8.241881e-02,1.830065e-17,3.719491e-34,3.573206e-01
moderate,0.2,0.5,32,5,1.251839e-01,0.8939,0,5.081902e-02,1.128409e-17,9.515361e-08,3.420675e-01
moderate,0.2,0.5,32,10,1.251839e-01,0.8939,1,5.081902e-02,1.128409e-17,4.889893e-16,3.420674e-01
moderate,0.2,0.5,32,20,1.251839e-01,0.8939,1,5.081902e-02,1.128409e-17,2.091623e-36,3.420674e-01
moderate,0.2,0.5,34,5,1.251839e-01,0.7100,0,3.275237e-02,7.272488e-18,1.692097e-08,3.267334e-01
moderate,0.2,0.5,34,10,1.251839e-01,0.7100,1,3.275237e-02,7.272488e-18,2.749789e-17,3.267334e-01
moderate,0.2,0.5,34,20,1.251839e-01,0.7100,1,3.275237e-02,7.272488e-18,1.176206e-38,3.267334e-01
moderate,0.2,0.5,36,5,1.251839e-01,0.5640,0,2.318691e-02,5.148527e-18,3.009021e-09,3.114716e-01
moderate,0.2,0.5,36,10,1.251839e-01,0.5640,1,2.318691e-02,5.148527e-18,1.546320e-18,3.114716e-01
moderate,0.2,0.5,36,20,1.251839e-01,0.5640,1,2.318691e-02,5.148527e-18,6.614294e-41,3.114716e-01
moderate,0.2,0.5,38,5,1.251839e-01,0.4480,1,1.641507e-02,3.644878e-18,5.350881e-10,2.964140e-01
moderate,0.2,0.5,38,10,1.251839e-01,0.4480,1,1.641507e-02,3.644878e-18,8.695596e-20,2.964140e-01
moderate,0.2,0.5,38,20,1.251839e-01,0.4480,1,1.641507e-02,3.644878e-18,3.719491e-43,2.964140e-01
moderate,0.2,0.5,40,5,1.251839e-01,0.3559,1,1.162098e-02,2.580376e-18,9.515361e-11,2.816705e-01
moderate,0.2,0.5,40,10,1.251839e-01,0.3559,1,1.162098e-02,2.580376e-18,4.889893e-21,2.816705e-01
moderate,0.2,0.5,40,20,1.251839e-01,0.3559,1,1.162098e-02,2.580376e-18,2.091623e-45,2.816705e-01
moderate,0.2,0.5,42,5,1.251839e-01,0.2827,1,8.227024e-03,1.826766e-18,1.692097e-11,2.673281e-01
moderate,0.2,0.5,42,10,1.251839e-01,0.2827,1,8.227024e-03,1.826766e-18,2.749789e-22,2.673281e-01
moderate,0.2,0.5,42,20,1.251839e-01,0.2827,1,8.227024e-03,1.826766e-18,1.176206e-47,2.673281e-01
moderate,0.2,0.5,44,5,1.251839e-01,0.2245,1,5.824287e-03,1.293252e-18,3.009021e-12,2.534527e-01
moderate,0.2,0.5,44,10,1.251839e-01,0.2245,1,5.824287e-03,1.293252e-18,1.546320e-23,2.534527e-01
moderate,0.2,0.5,44,20,1.251839e-01,0.2245,1,5.824287e-03,1.293252e-18,6.614294e-50,2.534527e-01
moderate,0.2,0.5,46,5,1.251839e-01,0.1784,1,4.123280e-03,9.155520e-19,5.350881e-13,2.400913e-01
moderate,0.2,0.5,46,10,1.251839e-01,0.1784,1,4.123280e-03,9.155520e-19,8.695596e-25,2.400913e-01
moderate,0.2,0.5,46,20,1.251839e-01,0.1784,1,4.123280e-03,9.155520e-19,3.719491e-52,2.400913e-01
moderate,0.2,0.5,48,5,1.251839e-01,0.1417,1,2.919058e-03,6.481612e-19,9.515361e-14,2.272744e-01
moderate,0.2,0.5,48,10,1.251839e-01,0.1417,1,2.919058e-03,6.481612e-19,4.889893e-26,2.272744e-01
moderate,0.2,0.5,48,20,1.251839e-01,0.1417,1,2.919058e-03,6.481612e-19,2.091623e-54,2.272744e-01
moderate,0.2,0.5,50,5,1.251839e-01,0.1125,1,2.066535e-03,4.588630e-19,1.692097e-14,2.150192e-01
moderate,0.2,0.5,50,10,1.251839e-01,0.1125,1,2.066535e-03,4.588630e-19,2.749789e-27,2.150192e-01
moderate,0.2,0.5,50,20,1.251839e-01,0.1125,1,2.066535e-03,4.588630e-19,1.176206e-56,2.150192e-01
moderate,0.2,0.628,20,5,7.928196e-02,5.6189,0,7.121567e+00,1.581305e-15,1.489181e-01,5.409692e-01
moderate,0.2,0.628,20,10,7.928196e-02,5.6189,0,7.121567e+00,1.581305e-15,7.449130e-06,4.263433e-01
moderate,0.2,0.628,20,20,7.928196e-02,5.6189,1,7.121567e+00,1.581305e-15,3.052883e-18,4.263371e-01
moderate,0.2,0.628,22,5,7.928196e-02,4.4632,0,3.487992e+00,7.744899e-16,2.648180e-02,4.334851e-01
moderate,0.2,0.628,22,10,7.928196e-02,4.4632,0,3.487992e+00,7.744899e-16,4.188954e-07,4.125434e-01
moderate,0.2,0.628,22,20,7.928196e-02,4.4632,1,3.487992e+00,7.744899e-16,1.716762e-20,4.125430e-01
moderate,0.2,0.628,24,5,7.928196e-02,3.5453,0,1.845358e+00,4.097518e-16,4.709204e-03,4.011233e-01
moderate,0.2,0.628,24,10,7.928196e-02,3.5453,0,1.845358e+00,4.097518e-16,2.355622e-08,3.973064e-01
moderate,0.2,0.628,24,20,7.928196e-02,3.5453,1,1.845358e+00,4.097518e-16,9.654063e-23,3.973064e-01
moderate,0.2,0.628,26,5,7.928196e-02,2.8161,0,1.037721e+00,2.304204e-16,8.374280e-04,3.814751e-01
moderate,0.2,0.628,26,10,7.928196e-02,2.8161,0,1.037721e+00,2.304204e-16,1.324664e-09,3.807810e-01
moderate,0.2,0.628,26,20,7.928196e-02,2.8161,1,1.037721e+00,2.304204e-16,5.428878e-25,3.807810e-01
moderate,0.2,0.628,28,5,7.928196e-02,2.2369,0,5.968730e-01,1.325324e-16,1.489181e-04,3.633020e-01
moderate,0.2,0.628,28,10,7.928196e-02,2.2369,0,5.968730e-01,1.325324e-16,7.449130e-11,3.631760e-01
moderate,0.2,0.628,28,20,7.928196e-02,2.2369,1,5.968730e-01,1.325324e-16,3.052883e-27,3.631760e-01
moderate,0.2,0.628,30,5,7.928196e-02,1.7769,0,3.680289e-01,8.171883e-17,2.648180e-05,3.447636e-01
moderate,0.2,0.628,30,10,7.928196e-02,1.7769,1,3.680289e-01,8.171883e-17,4.188954e-12,3.447408e-01
moderate,0.2,0.628,30,20,7.928196e-02,1.7769,1,3.680289e-01,8.171883e-17,1.716762e-29,3.447408e-01
moderate,0.2,0.628,32,5,7.928196e-02,1.4114,0,2.269248e-01,5.038742e-17,4.709204e-06,3.257521e-01
moderate,0.2,0.628,32,10,7.928196e-02,1.4114,1,2.269248e-01,5.038742e-17,2.355622e-13,3.257480e-01
moderate,0.2,0.628,32,20,7.928196e-02,1.4114,1,2.269248e-01,5.038742e-17,9.654063e-32,3.257480e-01
moderate,0.2,0.628,34,5,7.928196e-02,1.1211,0,1.399207e-01,3.106863e-17,8.374280e-07,3.064758e-01
moderate,0.2,0.628,34,10,7.928196e-02,1.1211,1,1.399207e-01,3.106863e-17,1.324664e-14,3.064750e-01
moderate,0.2,0.628,34,20,7.928196e-02,1.1211,1,1.399207e-01,3.106863e-17,5.428878e-34,3.064750e-01
moderate,0.2,0.628,36,5,7.928196e-02,0.8905,0,8.627440e-02,1.915676e-17,1.489181e-07,2.871886e-01
moderate,0.2,0.628,36,10,7.928196e-02,0.8905,1,8.627440e-02,1.915676e-17,7.449130e-16,2.871885e-01
moderate,0.2,0.628,36,20,7.928196e-02,0.8905,1,8.627440e-02,1.915676e-17,3.052883e-36,2.871885e-01
moderate,0.2,0.628,38,5,7.928196e-02,0.7074,0,5.808836e-02,1.289821e-17,2.648180e-08,2.681311e-01
moderate,0.2,0.628,38,10,7.928196e-02,0.7074,1,5.808836e-02,1.289821e-17,4.188954e-17,2.681311e-01
moderate,0.2,0.628,38,20,7.928196e-02,0.7074,1,5.808836e-02,1.289821e-17,1.716762e-38,2.681311e-01
moderate,0.2,0.628,40,5,7.928196e-02,0.5619,0,4.112341e-02,9.131231e-18,4.709204e-09,2.495131e-01
moderate,0.2,0.628,40,10,7.928196e-02,0.5619,1,4.112341e-02,9.131231e-18,2.355622e-18,2.495131e-01
moderate,0.2,0.628,40,20,7.928196e-02,0.5619,1,4.112341e-02,9.131231e-18,9.654063e-41,2.495131e-01
moderate,0.2,0.628,42,5,7.928196e-02,0.4463,1,2.911314e-02,6.464416e-18,8.374280e-10,2.315074e-01
moderate,0.2,0.628,42,10,7.928196e-02,0.4463,1,2.911314e-02,6.464416e-18,1.324664e-19,2.315074e-01
moderate,0.2,0.628,42,20,7.928196e-02,0.4463,1,2.911314e-02,6.464416e-18,5.428878e-43,2.315074e-01
moderate,0.2,0.628,44,5,7.928196e-02,0.3545,1,2.061053e-02,4.576456e-18,1.489181e-10,2.142482e-01
moderate,0.2,0.628,44,10,7.928196e-02,0.3545,1,2.061053e-02,4.576456e-18,7.449130e-21,2.142482e-01
moderate,0.2,0.628,44,20,7.928196e-02,0.3545,1,2.061053e-02,4.576456e-18,3.052883e-45,2.142482e-01
moderate,0.2,0.628,46,5,7.928196e-02,0.2816,1,1.459114e-02,3.239883e-18,2.648180e-11,1.978327e-01
moderate,0.2,0.628,46,10,7.928196e-02,0.2816,1,1.459114e-02,3.239883e-18,4.188954e-22,1.978327e-01
moderate,0.2,0.628,46,20,7.928196e-02,0.2816,1,1.459114e-02,3.239883e-18,1.716762e-47,1.978327e-01
moderate,0.2,0.628,48,5,7.928196e-02,0.2237,1,1.032973e-02,2.293661e-18,4.709204e-12,1.823243e-01
moderate,0.2,0.628,48,10,7.928196e-02,0.2237,1,1.032973e-02,2.293661e-18,2.355622e-23,1.823243e-01
moderate,0.2,0.628,48,20,7.928196e-02,0.2237,1,1.032973e-02,2.293661e-18,9.654063e-50,1.823243e-01
moderate,0.2,0.628,50,5,7.928196e-02,0.1777,1,7.312891e-03,1.623788e-18,8.374280e-13,1.677572e-01
moderate,0.2,0.628,50,10,7.928196e-02,0.1777,1,7.312891e-03,1.623788e-18,1.324664e-24,1.677572e-01
moderate,0.2,0.628,50,20,7.928196e-02,0.1777,1,7.312891e-03,1.623788e-18,5.428878e-52,1.677572e-01
moderate,0.2,0.789,20,5,5.021007e-02,8.8723,0,6.266893e+01,1.391530e-14,7.468469e+00,5.844265e+00
moderate,0.2,0.789,20,10,5.021007e-02,8.8723,0,6.266893e+01,1.391530e-14,3.617410e-03,4.345207e-01
moderate,0.2,0.789,20,20,5.021007e-02,8.8723,0,6.266893e+01,1.391530e-14,1.416058e-13,4.316230e-01
moderate,0.2,0.789,22,5,5.021007e-02,7.0475,0,2.631941e+01,5.844082e-15,1.328102e+00,1.411190e+00
moderate,0.2,0.789,22,10,5.021007e-02,7.0475,0,2.631941e+01,5.844082e-15,2.034219e-04,4.176032e-01
moderate,0.2,0.789,22,20,5.021007e-02,7.0475,1,2.631941e+01,5.844082e-15,7.963078e-16,4.174364e-01
moderate,0.2,0.789,24,5,5.021007e-02,5.5980,0,1.213544e+01,2.694609e-15,2.361737e-01,5.833000e-01
moderate,0.2,0.789,24,10,5.021007e-02,5.5980,0,1.213544e+01,2.694609e-15,1.143926e-05,4.013285e-01
moderate,0.2,0.789,24,20,5.021007e-02,5.5980,1,1.213544e+01,2.694609e-15,4.477968e-18,4.013189e-01
moderate,0.2,0.789,26,5,5.021007e-02,4.4467,0,5.943682e+00,1.319763e-15,4.199829e-02,4.166000e-01
moderate,0.2,0.789,26,10,5.021007e-02,4.4467,0,5.943682e+00,1.319763e-15,6.432767e-07,3.833575e-01
moderate,0.2,0.789,26,20,5.021007e-02,4.4467,1,5.943682e+00,1.319763e-15,2.518146e-20,3.833570e-01
moderate,0.2,0.789,28,5,5.021007e-02,3.5321,0,3.236521e+00,7.186520e-16,7.468469e-03,3.697905e-01
moderate,0.2,0.789,28,10,5.021007e-02,3.5321,0,3.236521e+00,7.186520e-16,3.617410e-08,3.637321e-01
moderate,0.2,0.789,28,20,5.021007e-02,3.5321,1,3.236521e+00,7.186520e-16,1.416058e-22,3.637321e-01
moderate,0.2,0.789,30,5,5.021007e-02,2.8057,0,1.820029e+00,4.041277e-16,1.328102e-03,3.438145e-01
moderate,0.2,0.789,30,10,5.021007e-02,2.8057,0,1.820029e+00,4.041277e-16,2.034219e-09,3.427128e-01
moderate,0.2,0.789,30,20,5.021007e-02,2.8057,1,1.820029e+00,4.041277e-16,7.963078e-25,3.427128e-01
moderate,0.2,0.789,32,5,5.021007e-02,2.2286,0,1.079151e+00,2.396196e-16,2.361737e-04,3.208368e-01
moderate,0.2,0.789,32,10,5.021007e-02,2.2286,0,1.079151e+00,2.396196e-16,1.143926e-10,3.206369e-01
moderate,0.2,0.789,32,20,5.021007e-02,2.2286,1,1.079151e+00,2.396196e-16,4.477968e-27,3.206369e-01
moderate,0.2,0.789,34,5,5.021007e-02,1.7703,0,6.653990e-01,1.477483e-16,4.199829e-05,2.979229e-01
moderate,0.2,0.789,34,10,5.021007e-02,1.7703,1,6.653990e-01,1.477483e-16,6.432767e-12,2.978867e-01
moderate,0.2,0.789,34,20,5.021007e-02,1.7703,1,6.653990e-01,1.477483e-16,2.518146e-29,2.978867e-01
moderate,0.2,0.789,36,5,5.021007e-02,1.4062,0,4.102817e-01,9.110084e-17,7.468469e-06,2.748683e-01
moderate,0.2,0.789,36,10,5.021007e-02,1.4062,1,4.102817e-01,9.110084e-17,3.617410e-13,2.748617e-01
moderate,0.2,0.789,36,20,5.021007e-02,1.4062,1,4.102817e-01,9.110084e-17,1.416058e-31,2.748617e-01
moderate,0.2,0.789,38,5,5.021007e-02,1.1170,0,2.529776e-01,5.617232e-17,1.328102e-06,2.519530e-01
moderate,0.2,0.789,38,10,5.021007e-02,1.1170,1,2.529776e-01,5.617232e-17,2.034219e-14,2.519518e-01
moderate,0.2,0.789,38,20,5.021007e-02,1.1170,1,2.529776e-01,5.617232e-17,7.963078e-34,2.519518e-01
moderate,0.2,0.789,40,5,5.021007e-02,0.8872,0,1.622807e-01,3.603355e-17,2.361737e-07,2.295146e-01
moderate,0.2,0.789,40,10,5.021007e-02,0.8872,1,1.622807e-01,3.603355e-17,1.143926e-15,2.295144e-01
moderate,0.2,0.789,40,20,5.021007e-02,0.8872,1,1.622807e-01,3.603355e-17,4.477968e-36,2.295144e-01
moderate,0.2,0.789,42,5,5.021007e-02,0.7047,0,1.148859e-01,2.550980e-17,4.199829e-08,2.078579e-01
moderate,0.2,0.789,42,10,5.021007e-02,0.7047,1,1.148859e-01,2.550980e-17,6.432767e-17,2.078578e-01
moderate,0.2,0.789,42,20,5.021007e-02,0.7047,1,1.148859e-01,2.550980e-17,2.518146e-38,2.078578e-01
moderate,0.2,0.789,44,5,5.021007e-02,0.5598,0,8.133300e-02,1.805955e-17,7.468469e-09,1.872313e-01
moderate,0.2,0.789,44,10,5.021007e-02,0.5598,1,8.133300e-02,1.805955e-17,3.617410e-18,1.872313e-01
moderate,0.2,0.789,44,20,5.021007e-02,0.5598,1,8.133300e-02,1.805955e-17,1.416058e-40,1.872313e-01
moderate,0.2,0.789,46,5,5.021007e-02,0.4447,1,5.757935e-02,1.278518e-17,1.328102e-09,1.678211e-01
moderate,0.2,0.789,46,10,5.021007e-02,0.4447,1,5.757935e-02,1.278518e-17,2.034219e-19,1.678211e-01
moderate,0.2,0.789,46,20,5.021007e-02,0.4447,1,5.757935e-02,1.278518e-17,7.963078e-43,1.678211e-01
moderate,0.2,0.789,48,5,5.021007e-02,0.3532,1,4.076306e-02,9.051218e-18,2.361737e-10,1.497524e-01
moderate,0.2,0.789,48,10,5.021007e-02,0.3532,1,4.076306e-02,9.051218e-18,1.143926e-20,1.497524e-01
moderate,0.2,0.789,48,20,5.021007e-02,0.3532,1,4.076306e-02,9.051218e-18,4.477968e-45,1.497524e-01
moderate,0.2,0.789,50,5,5.021007e-02,0.2806,1,2.885804e-02,6.407771e-18,4.199829e-11,1.330944e-01
moderate,0.2,0.789,50,10,5.021007e-02,0.2806,1,2.885804e-02,6.407771e-18,6.432767e-22,1.330944e-01
moderate,0.2,0.789,50,20,5.021007e-02,0.2806,1,2.885804e-02,6.407771e-18,2.518146e-47,1.330944e-01
moderate,0.2,0.992,20,5,3.175879e-02,14.0269,0,8.693233e+02,1.930285e-13,3.868167e+02,2.617570e+02
moderate,0.2,0.992,20,10,3.175879e-02,14.0269,0,8.693233e+02,1.930285e-13,1.808334e+00,1.814944e+00
moderate,0.2,0.992,20,20,3.175879e-02,14.0269,0,8.693233e+02,1.930285e-13,6.808365e-09,4.411609e-01
moderate,0.2,0.992,22,5,3.175879e-02,11.1420,0,2.890663e+02,6.418562e-14,6.878682e+01,4.866114e+01
moderate,0.2,0.992,22,10,3.175879e-02,11.1420,0,2.890663e+02,6.418562e-14,1.016901e-01,5.073663e-01
moderate,0.2,0.992,22,20,3.175879e-02,11.1420,0,2.890663e+02,6.418562e-14,3.828625e-11,4.279227e-01
moderate,0.2,0.992,24,5,3.175879e-02,8.8504,0,1.094455e+02,2.430178e-14,1.223222e+01,9.290684e+00
moderate,0.2,0.992,24,10,3.175879e-02,8.8504,0,1.094455e+02,2.430178e-14,5.718453e-03,4.170351e-01
moderate,0.2,0.992,24,20,3.175879e-02,8.8504,0,1.094455e+02,2.430178e-14,2.152994e-13,4.124519e-01
moderate,0.2,0.992,26,5,3.175879e-02,7.0301,0,4.717394e+01,1.047472e-14,2.175230e+00,2.024534e+00
moderate,0.2,0.992,26,10,3.175879e-02,7.0301,0,4.717394e+01,1.047472e-14,3.215722e-04,3.949643e-01
moderate,0.2,0.992,26,20,3.175879e-02,7.0301,1,4.717394e+01,1.047472e-14,1.210717e-15,3.947005e-01
moderate,0.2,0.992,28,5,3.175879e-02,5.5842,0,2.228978e+01,4.949325e-15,3.868167e-01,6.731627e-01
moderate,0.2,0.992,28,10,3.175879e-02,5.5842,0,2.228978e+01,4.949325e-15,1.808334e-05,3.747493e-01
moderate,0.2,0.992,28,20,3.175879e-02,5.5842,1,2.228978e+01,4.949325e-15,6.808365e-18,3.747341e-01
moderate,0.2,0.992,30,5,3.175879e-02,4.4357,0,1.119848e+01,2.486563e-15,6.878682e-02,4.072535e-01
moderate,0.2,0.992,30,10,3.175879e-02,4.4357,0,1.119848e+01,2.486563e-15,1.016901e-06,3.527455e-01
moderate,0.2,0.992,30,20,3.175879e-02,4.4357,1,1.119848e+01,2.486563e-15,3.828625e-20,3.527446e-01
moderate,0.2,0.992,32,5,3.175879e-02,3.5234,0,6.297371e+00,1.398297e-15,1.223222e-02,3.389797e-01
moderate,0.2,0.992,32,10,3.175879e-02,3.5234,0,6.297371e+00,1.398297e-15,5.718453e-08,3.290468e-01
moderate,0.2,0.992,32,20,3.175879e-02,3.5234,1,6.297371e+00,1.398297e-15,2.152994e-22,3.290467e-01
moderate,0.2,0.992,34,5,3.175879e-02,2.7987,0,3.644014e+00,8.091336e-16,2.175230e-03,3.058663e-01
moderate,0.2,0.992,34,10,3.175879e-02,2.7987,0,3.644014e+00,8.091336e-16,3.215722e-09,3.040603e-01
moderate,0.2,0.992,34,20,3.175879e-02,2.7987,1,3.644014e+00,8.091336e-16,1.210717e-24,3.040603e-01
moderate,0.2,0.992,36,5,3.175879e-02,2.2231,0,2.246881e+00,4.989077e-16,3.868167e-04,2.786069e-01
moderate,0.2,0.992,36,10,3.175879e-02,2.2231,0,2.246881e+00,4.989077e-16,1.808334e-10,2.782792e-01
moderate,0.2,0.992,36,20,3.175879e-02,2.2231,1,2.246881e+00,4.989077e-16,6.808365e-27,2.782792e-01
moderate,0.2,0.992,38,5,3.175879e-02,1.7659,0,1.385415e+00,3.076240e-16,6.878682e-05,2.522925e-01
moderate,0.2,0.992,38,10,3.175879e-02,1.7659,1,1.385415e+00,3.076240e-16,1.016901e-11,2.522332e-01
moderate,0.2,0.992,38,20,3.175879e-02,1.7659,1,1.385415e+00,3.076240e-16,3.828625e-29,2.522332e-01
moderate,0.2,0.992,40,5,3.175879e-02,1.4027,0,8.672961e-01,1.925784e-16,1.223222e-05,2.264580e-01
moderate,0.2,0.992,40,10,3.175879e-02,1.4027,1,8.672961e-01,1.925784e-16,5.718453e-13,2.264472e-01
moderate,0.2,0.992,40,20,3.175879e-02,1.4027,1,8.672961e-01,1.925784e-16,2.152994e-31,2.264472e-01
moderate,0.2,0.992,42,5,3.175879e-02,1.1142,0,6.139986e-01,1.363351e-16,2.175230e-06,2.014075e-01
moderate,0.2,0.992,42,10,3.175879e-02,1.1142,1,6.139986e-01,1.363351e-16,3.215722e-14,2.014056e-01
moderate,0.2,0.992,42,20,3.175879e-02,1.1142,1,6.139986e-01,1.363351e-16,1.210717e-33,2.014056e-01
moderate,0.2,0.992,44,5,3.175879e-02,0.8850,0,4.346777e-01,9.651784e-17,3.868167e-07,1.775239e-01
moderate,0.2,0.992,44,10,3.175879e-02,0.8850,1,4.346777e-01,9.651784e-17,1.808334e-15,1.775236e-01
moderate,0.2,0.992,44,20,3.175879e-02,0.8850,1,4.346777e-01,9.651784e-17,6.808365e-36,1.775236e-01
moderate,0.2,0.992,46,5,3.175879e-02,0.7030,0,3.077283e-01,6.832940e-17,6.878682e-08,1.551298e-01
moderate,0.2,0.992,46,10,3.175879e-02,0.7030,1,3.077283e-01,6.832940e-17,1.016901e-16,1.551298e-01
moderate,0.2,0.992,46,20,3.175879e-02,0.7030,1,3.077283e-01,6.832940e-17,3.828625e-38,1.551298e-01
moderate,0.2,0.992,48,5,3.175879e-02,0.5584,0,2.178549e-01,4.837351e-17,1.223222e-08,1.344584e-01
moderate,0.2,0.992,48,10,3.175879e-02,0.5584,1,2.178549e-01,4.837351e-17,5.718453e-18,1.344584e-01
moderate,0.2,0.992,48,20,3.175879e-02,0.5584,1,2.178549e-01,4.837351e-17,2.152994e-40,1.344584e-01
moderate,0.2,0.992,50,5,3.175879e-02,0.4436,1,1.542295e-01,3.424582e-17,2.175230e-09,1.156512e-01
moderate,0.2,0.992,50,10,3.175879e-02,0.4436,1,1.542295e-01,3.424582e-17,3.215722e-19,1.156512e-01
moderate,0.2,0.992,50,20,3.175879e-02,0.4436,1,1.542295e-01,3.424582e-17,1.210717e-42,1.156512e-01
moderate,0.2,1.266,20,5,1.949829e-02,22.8470,0,2.842252e+04,6.311068e-12,2.701983e+04,1.676182e+04
moderate,0.2,1.266,20,10,1.949829e-02,22.8470,0,2.842252e+04,6.311068e-12,1.384994e+03,9.845661e+02
moderate,0.2,1.266,20,20,1.949829e-02,22.8470,0,2.842252e+04,6.311068e-12,6.676903e-04,4.541988e-01
moderate,0.2,1.266,22,5,1.949829e-02,18.1480,0,6.664250e+03,1.479761e-12,4.804881e+03,3.112339e+03
moderate,0.2,1.266,22,10,1.949829e-02,18.1480,0,6.664250e+03,1.479761e-12,7.788394e+01,5.765771e+01
moderate,0.2,1.266,22,20,1.949829e-02,18.1480,0,6.664250e+03,1.479761e-12,3.754698e-06,4.425843e-01
moderate,0.2,1.266,24,5,1.949829e-02,14.4155,0,1.915543e+03,4.253360e-13,8.544421e+02,5.765215e+02
moderate,0.2,1.266,24,10,1.949829e-02,14.4155,0,1.915543e+03,4.253360e-13,4.379736e+00,3.747024e+00
moderate,0.2,1.266,24,20,1.949829e-02,14.4155,0,1.915543e+03,4.253360e-13,2.111422e-08,4.292749e-01
moderate,0.2,1.266,26,5,1.949829e-02,11.4506,0,6.461017e+02,1.434634e-13,1.519437e+02,1.067615e+02
